hörspielID	titel	kurzbeschreibung	beschreibung	metabeschreibung	veröffentlichungsdatum	unvollständig	cover	urlCoverApple	urlCoverKosmos	urlDreifragezeichen	idAppleMusic	idSpotify	idBookbeat	idAmazonMusic	idAmazon	idYouTubeMusic
85	Feuerturm		Wer ist Jonny? Und warum ist er verschwunden? Die drei Detektive aus Rocky Beach stehen vor einer schier unlösbaren Aufgabe. Sie sollen einen unbekannten Mann finden und ihm einen Brief übergeben, der zu einem geheimnisvollen Schatz führt. Die anonyme Botschaft lockt die drei ??? in die Wildnis des King's National Parks. Plötzlich wird der Botendienst lebensgefährlich für Justus, Peter und Bob: Jemand versucht, ihren Auftrag zu vereiteln. Werden die drei Detektive Jonny helfen können, bevor die Falle zuschnappt?\nEin Wettlauf gegen die Zeit beginnt.		1999-05-10	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/31/4b/84/314b8425-48ee-ff1e-0d9c-5e230c5f2203/source	http://web.archive.org/web/20220106180916if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/9b/9d/e8/0743216568628.jpg	https://dreifragezeichen.de/produktwelt/details/feuerturm	1112967184	2eeodcwD9HXpcA2rvoFkIq	534696	B01FIM3MAE	B000028DS1	MPREb_oqrXgS1bib4
86	Nacht in Angst		Freitag abend, 20:25 Uhr, Steadman-Museum, Los Angeles: Mr. Peacock, der freundliche, aber schusselige Museums-Direktor, betritt mit Justus, Peter und Bob das Gebäude. In wenigen Minuten werden die drei Detektive exklusiv den wertvollsten Diamanten der Welt sehen: das berühmte "Feuer des Mondes".\n20:28 Uhr: Im Museum gehen die Lichter aus. Stromausfall? Sabotage?\n20:30 Uhr: Fünf Gangster dringen in das Museum ein. Kurze Zeit später befinden sich Mr. Peacock und die drei ??? in ihrer Gewalt.\nDie Verbrecher wollen den Diamanten und sie sind bereit, dafür über Leichen zu gehen.		1999-08-09	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/4b/bf/24/4bbf241b-b0e4-cd3e-02bc-2095b94850ba/source	http://web.archive.org/web/20220123153402if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/2d/6b/46/0743216568727.jpg	https://dreifragezeichen.de/produktwelt/details/die-drei-86-nacht-in-angst	1112972382	4uF9MjchYgq5jjPi5x5YZy	534739	B01FIM9686	B00002DFKR	MPREb_MqR92Ip7xmT
87	Wolfsgesicht		Der Mann lebt allein an der Küste, die Nachbarn kennen ihn kaum, das Haus verlässt er nur selten: ein einsamer Wolf – oder ist er in Wirklichkeit das "Wolfsgesicht", der gefürchtete Attentäter? Zweimal hat er bereits zugeschlagen, und jedesmal konnte er fliehen, ohne Spuren zu hinterlassen. Selbst Justus, das Computerhirn der drei ???, ist ratlos. Da erhält die Polizei Hinweise auf den nächsten Coup. Diesmal plant der Attentäter einen Anschlag auf den Präsidenten der Vereinigten Staaten. Die Zeit drängt. Schon morgen wird der Präsident nach Rocky Beach kommen.		1999-10-11	false	1	http://a1.mzstatic.com/us/r30/Music30/v4/5c/d7/fe/5cd7fee9-9b85-0b77-b92d-03aad42ac981/source	http://web.archive.org/web/20220124230902if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/11/71/4b/0743216568826.jpg	https://dreifragezeichen.de/produktwelt/details/wolfsgesicht	1112972302	1KpWkUQaj5ECJsrb8SrPl4	534677	B01FIM47BC	B00002DE6A	MPREb_7jBPIT5IDt9
88	Vampir im Internet		Mit voller Kraft rast der Vampir gegen die Scheibe. Glas splittert, Scherben fliegen durch die Luft. Das Fledermaus-Monster scheint die Wände seines Käfigs zu sprengen: Das brandneue Computerspiel zieht die drei Detektive aus Rocky Beach in seinen Bann. Begeistert tauchen sie ein in die virtuelle Welt der Drachen und Monster. Die Welt des Spiels scheint sich mit der Realität zu vermischen. Justus, Peter und Bob müssen höllisch aufpassen, um den Vampiren nicht zum Opfer zu fallen.		1999-12-13	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/e4/91/9f/e4919f43-b9d7-d99f-1c9b-c78bf62d4497/source	http://web.archive.org/web/20211231145713if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/85/6a/cb/0743216568925.jpg	https://dreifragezeichen.de/produktwelt/details/vampir-im-internet	1112975108	3CZCwdMpj2jnjI43ZlnY5T	534732	B01FILW5BW	B000039DE9	MPREb_6rn2Oh8mb5V
89	Tödliche Spur		Morton ist tot! Der Freund und Chauffeur der drei Detektive aus Rocky Beach ist mit seinem Wagen über die Klippen gestürzt. Ein Unfall? Oder war es Mord? Justus, Peter und Bob sind ratlos. Was wissen sie eigentlich über Morton? Die drei ??? beginnen in der Vergangenheit ihres Freundes zu stöbern und entdecken dabei Hinweise, die sie lieber nicht gefunden hätten. Als plötzlich ein rätselhafter Geheimcode auftaucht, wird Justus' Kombinationsgabe auf eine harte Probe gestellt. Es bleibt nicht viel Zeit, denn die Schatten der Vergangenheit rücken unaufhaltsam näher …		2000-05-15	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/50/ba/1f/50ba1ffa-3d1c-31e1-f840-0a10b01a7362/source	http://web.archive.org/web/20220111022953if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/f1/4a/9b/0743217555429.jpg	https://dreifragezeichen.de/produktwelt/details/todliche-spur	1112975061	3TcIn19pVz5LXE8UleuLuX	534700	B01FIMAG94	B00004T0VC	MPREb_1xR6sl1xLot
90	Der Feuerteufel		Auf der Suche nach einer passenden Maske für eine Halloween-Party trifft Peter auf Aaron Moore. Der Gruselautor wird von einem dämonischen Feuerteufel bedroht und bangt um sein Leben. Bereits drei unheimliche Vorzeichen haben sich erfüllt: Feuer, Luft und Erde haben sich gegen den Schriftsteller erhoben. Erfüllt sich auch das vierte Zeichen, bedeutet dies den Tod Moores. Können Justus, Peter und Bob, die drei erfolgreichen Detektive aus Rocky Beach, den Fluch bannen? Sie kämpfen gegen Geister und Dämonen, gegen die vier Elemente und den Feuerteufel.\nEin auswegloses Unterfangen?		2000-05-15	false	1	http://a1.mzstatic.com/us/r30/Music30/v4/66/8e/fe/668efe18-4202-a163-dc5a-c11a951bc12e/source	http://web.archive.org/web/20220111023016if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/ac/60/2d/0743217555528.jpg	https://dreifragezeichen.de/produktwelt/details/der-feuerteufel	1112976055	2dlgtHB8z7ZhSl1fsSb0Ic	534738	B01FILXSTA	B00004T0VD	MPREb_LP7ZJQ00oTD
91	Labyrinth der Götter		Der Regisseur Edward Truman hat seinen skandalumwitterten Film kurz vor der Premiere zurückgezogen und an einem geheimen Ort versteckt. Der Hinweis einer alten Schauspielerin führt Justus, Peter und Bob, die drei Detektive aus Rocky Beach, zu Trumans Grundstück. Doch dieses ist umgeben von einem undurchdringlichen Heckenlabyrinth. Die Kombinationsfähigkeit der drei ??? wird auf eine harte Probe gestellt. Rätselhafte Götterstatuen scheinen den Weg durch den Irrgarten zu weisen. Doch irgendjemand legt falsche Spuren, sodass die Detektive die Orientierung verlieren. Wo ist der Ausgang aus dem Labyrinth der Götter?		2000-08-14	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/42/f8/da/42f8daf5-c652-9690-283f-2a0bad5da32d/source	http://web.archive.org/web/20211227022653if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/43/20/e3/0743217797928.jpg	https://dreifragezeichen.de/produktwelt/details/labyrinth-der-gotter	1112977101	0Jh7gzQaOscoFndb3raq2l	534722	B01FIM2CFU	B00004W15N	MPREb_DUvHb3QUm2s
92	Todesflug		Justus, Peter und Bob sitzen fest. Mitten in der Wüste versagt ihr Auto und das Wasser geht zur Neige. Die Nerven der drei Jungs sind zum Zerreißen gespannt. Plötzlich durchbricht ein Dröhnen die Stille: Ein Tiefflieger zieht über ihre Köpfe hinweg und setzt zur Landung an. Die drei Detektive schöpfen Hoffnung. Das könnte die Rettung bedeuten. Doch unversehens geraten sie in eine tödliche Falle. Ein größenwahnsinniger Weltraumforscher bringt Bob in höchste Lebensgefahr. Wie können die drei cleveren Jungs verhindern, dass Bob ins Weltall geschossen wird?		2000-10-09	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/97/7a/72/977a7252-5a7b-bcc4-f625-f8250e9e64dc/source	http://web.archive.org/web/20220115152708if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/78/af/a9/0743217877323.jpg	https://dreifragezeichen.de/produktwelt/details/todesflug	1112977700	7yMRFgR8FRyWwiLHzQQa2B	534730	B01FIMBDYQ	B00004Z3I6	MPREb_m8J0N1kindi
93	und das Geisterschiff		Ein Geisterschiff kreuzt vor der Küste von Rocky Beach. Justus, Peter und Bob trauen ihren Augen nicht: Der Dreimaster mit den zerfetzten Segeln gleitet durch die neblige See. Spuk oder Wirklichkeit? Die drei Jungs brauchen starke Nerven, denn Nachforschungen führen sie zu Piraten aus längst vergangenen Zeiten. Hat ein Fluch sie in die Gegenwart zurückgebracht? Um das Rätsel zu lösen, gibt es nur eine Möglichkeit: Die drei Detektive aus Rocky Beach müssen selbst an Bord gehen …		2000-11-27	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/11/97/bc/1197bcaa-acfe-f2e0-b33d-f2e51edc3227/source	http://web.archive.org/web/20220111212304if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/8b/0c/72/0743217877422.jpg	https://dreifragezeichen.de/produktwelt/details/und-das-geisterschiff	1112981466	7a9rwqPkVdU4FC2cWFudVO	534692	B01FILZH12	B0000525LB	MPREb_VaxEzP8nO9x
94	Das schwarze Monster		Zirkus Trinket kommt mit einer unglaublichen Attraktion nach Rocky Beach: In der Manege tritt ein mörderisches Monster aus den Wäldern Alaskas auf. Doch dann entsteigt die Kreatur dem Käfig und verbreitet Angst und Schrecken. Die drei ??? nehmen die Spur des rätselhaften Wesens auf, denn natürlich glauben sie nicht an ein echtes Monster. Doch plötzlich steht es vor ihnen …		2000-11-27	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/ae/89/08/ae8908c3-4e89-c243-71b4-130af87fa03f/source	http://web.archive.org/web/20220111023014if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/c3/99/3a/0743217877521.jpg	https://dreifragezeichen.de/produktwelt/details/das-schwarze-monster	1112983262	3UHj03eU7OnDuMVCTLbmcj	534699	B01FILYUI8	B0000525LD	MPREb_rTna3RQ8ifa
95	Botschaft von Geisterhand		Dr. Arroway, Archäologin und Spezialistin auf dem Gebiet der alten Maya-Indianer, erfährt durch Zufall, dass sie bestohlen werden soll:\nEin geheimnisvoller Unbekannter hat es auf das heilige Buch der Maya abgesehen, das Popol Vuh. Warum ist dieses Buch so wichtig? Verbirgt sich darin eine geheime Botschaft? Wer hat Interesse daran, sie zu entschlüsseln? Die drei Detektive aus Rocky Beach nehmen sich des Falls an und versuchen das Rätsel zu lösen. Doch als das Popol Vuh gestohlen wird, drängt die Zeit – wer lüftet als Erster das Geheimnis des heiligen Buches?		2001-02-12	false	1	http://a1.mzstatic.com/us/r30/Music30/v4/94/80/38/948038b7-c6ef-3bfa-5ef6-fd747c3db8dc/source	http://web.archive.org/web/20220114180123if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/74/5f/77/0743218255427.jpg	https://dreifragezeichen.de/produktwelt/details/botschaft-von-geisterhand	1112985296	4KEZWleMTT8lDaQDLgozFc	534713	B01FIM4DDY	B000058B2H	MPREb_41U4HtpJz0d
96	und der rote Rächer		Es brennt! – Ein anonymer Anrufer meldet Justus ein Feuer am Hafen von Rocky Beach. Doch als er als Helfer in der Not am Brandort eintrifft, wendet sich das Blatt: Die Visitenkarte der drei ??? wird am Tatort gefunden und bringt Justus, Peter und Bob plötzlich in den Verdacht der Brandstiftung. Eine brenzlige Situation! Nur die Überführung des wahren Täters kann die drei Detektive entlasten. Doch der Spur des Brandstifters zu folgen ist ein gefährliches Unterfangen. Die drei ??? müssen scharf kombinieren und vor allem einen kühlen Kopf bewahren.		2001-04-09	false	1	http://a1.mzstatic.com/us/r30/Music122/v4/cf/d7/30/cfd73035-3983-1635-426a-1a2895b7bd17/source	http://web.archive.org/web/20220114180130if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/1e/15/a4/0743218398124.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-rote-racher	1112992823	5ub4r9Q0YVMrWuOEesu6dR	534703	B01FIM4G68	B00005AT5T	MPREb_Fg90mr3zk1d
97	Insektenstachel		Regungslos sitzt das Insekt auf dem Lampenschirm. Es sieht aus wie eine Riesenwespe.\nDer Körper ist etwa dreißig Millimeter lang und am Hinterteil blitzt der Ansatz eines Stachels auf. Das Sonnenlicht spiegelt sich in den Facettenaugen. Mrs. Hazelwood schwinden die Sinne … Die alte Dame hat panische Angst vor Insekten. Als ihre Hausangestellte Opfer eines Hornissenangriffs wird, dreht sie durch. Die drei ??? leisten erste Hilfe und stoßen dabei auf einige merkwürdige Dinge …		2001-06-11	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/bd/6d/b7/bd6db73c-b169-fb62-c010-6e545cabdf98/source	http://web.archive.org/web/20220115135347if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/30/71/c1/0743218398223.jpg	https://dreifragezeichen.de/produktwelt/details/insektenstachel	1112991670	2bfJa4PRKVb7as86HZv8Df	534668	B01FIM3NXK	B00005K345	MPREb_RYKY1YZBcGr
98	Tal des Schreckens		Mitten in den Magic Mountains wacht eine Frau am Steuer ihres Autos auf: Sie hat keine Ahnung wo sie ist, ihr Kopf schmerzt. Das Einzige, an das sie sich erinnern kann, ist ein Indianer mit Adlerkopfmaske, der sie mitten in der Nacht aus dem Auto gezerrt hat. Die Polizei zweifelt an dem Verstand der Frau, doch die drei ??? glauben ihr. Todesmutig machen sie sich auf in das Tal des Schreckens und erleben die Horrornacht ihres Lebens.		2001-08-13	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/fc/08/1c/fc081ca3-c2e2-3fbf-f637-d4ff19536c91/source	http://web.archive.org/web/20211231145711if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/17/73/b3/0743218398629.jpg	https://dreifragezeichen.de/produktwelt/details/tal-des-schreckens	1112993706	4C4o7tHpT20QrdsvmI70uI	534727	B01FIM5T8M	B00005MAWJ	MPREb_o8nY9GWcDME
99	Rufmord		"On Air" – das rote Licht im Aufnahmestudio des Radiosenders von Rocky Beach leuchtet. Die drei ??? sind live auf Sendung. Und kein anderer als der berühmte Starmoderator Kevin Anderson führt mit witzigen Sprüchen durchs Programm. Justus, Peter und Bob berichten begeistert von ihrer Detektivarbeit – bis sich plötzlich ein anonymer Anrufer in die Sendung schaltet und mit verstellter Stimme eine unheilvolle Drohung ausspricht. Ein neuer Fall für die drei Detektive?		2001-09-10	false	1	http://a1.mzstatic.com/us/r30/Music30/v4/c2/65/4f/c2654fb0-412d-e6a7-b355-9ca5be368a01/source	http://web.archive.org/web/20220106180910if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/a7/26/99/0743218398728.jpg	https://dreifragezeichen.de/produktwelt/details/rufmord	1112993619	3haGZZ8x7PyaGxiqcLmLf9	534670	B01FILXTRQ	B00005NU3G	MPREb_fyWPgLVJ46H
100	Toteninsel		Die drei ??? übernehmen ihren 100sten Fall! In drei spannenden Folgen sind sie dem Geheimnis der Toteninsel auf der Spur.\nEine große Herausforderung für die Detektive. Weswegen sie gut beraten sind, die Hilfe alter Wegbegleiter anzunehmen, um Das Rätsel der Sphinx (Teil 1) zu lösen. Doch plötzlich ist Peter verschwunden und auch Das vergessene Volk (Teil 2) kann Justus und Bob bei ihrer Suche nicht weiterhelfen. Erst Der Fluch der Gräber (Teil 3) führt die drei ??? auf eine heiße Spur.		2001-10-15	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/24/bc/06/24bc0600-02b8-1f37-dc33-7a30f9634ebd/source	http://web.archive.org/web/20220115135349if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/a0/2a/de/0743218420627.jpg	https://dreifragezeichen.de/produktwelt/details/toteninsel	1112996835	6zwBnyiy9Hy9TAser0DOuL	534766	B01FIM4KKU	B00005OBYS	MPREb_rTJZ10YuZau
101	Das Rätsel der Sphinx		Ein seltsames Rätsel und ein unbekannter Anrufer. Die drei ??? haben alle Hände voll zu tun. Wer oder was verbirgt sich hinter dem geheimnisvollen Namen "Sphinx"? Alle Fäden laufen auf der "Explorer" zusammen, einem Schiff, auf dem der neueste Fall für Justus, Peter und Bob eine dramatische Wendung nimmt …			false	0									
102	Das vergessene Volk		Dichter Urwald, ein Vulkankrater und eine unbewohnte Insel.\nPeter Shaw – ganz auf sich allein gestellt – durchlebt im Dschungel einen wahren Albtraum. Wer ist das entstellte Narbengesicht, dem er urplötzlich in einer unterirdischen Höhle gegenüber steht?			false	0									
103	Der Fluch der Gräber		Eine Bombendrohung, Raketenköpfe und den Tod vor Augen zu haben, bringen nicht nur den ängstlichen Zweiten Detektiv gehörig ins Schwitzen.\n"Makatao", die Toteninsel, entpuppt sich als eine gefährliche Falle.\nEin nervenaufreibender Wettlauf mit der Zeit beginnt …			false	0									
104	und das Hexen-Handy		Der neueste Hit unter den Teenagern in Rocky Beach: "Hexen-Handys"! Sie leuchten im Dunkeln giftgrün und statt zu klingeln, kichern sie gruselig. Doch dann legt sich ein düsterer Schatten auf das Küstenstädtchen. Einige der stolzen Besitzer dieser Handys verschwinden auf unheimliche Weise. Zurück am Tatort bleiben nur die leuchtenden Mobiltelefone, auf deren Display die Teufelszahl 666 erscheint. Die drei Detektive Justus, Peter und Bob nehmen per Handy die Spur auf, ohne zu wissen, was sie am anderen Ende der Leitung erwartet …		2001-12-03	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/54/e9/e3/54e9e3b2-375f-de3f-5c7e-fe78f2a4f92e/source	http://web.archive.org/web/20220115135344if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/0b/06/ee/0743218754623.jpg	https://dreifragezeichen.de/produktwelt/details/und-das-hexen-handy	1112995195	1DZAe0qMw8Pq9EPoX6gETA	534733	B01FILXIMC	B00005RW59	MPREb_mqyjIavWOEl
105	Doppelte Täuschung		Bob gerät mitten in einen Banküberfall und kann für Bruchteile von Sekunden das Gesicht des Täters sehen. Während die drei ??? das erstellte Phantombild genau studieren, stattet der Bankräuber ihnen einen Besuch in der Zentrale ab. Zunächst scheint geklärt, dass es sich bei ihrem neuen Auftraggeber um den Zwillingsbruder des Verdächtigen handelt. Doch schon bald wissen Justus, Peter und Bob nicht mehr, mit welchem der Brüder sie es zu tun haben. Ein gefährliches Verwirrspiel beginnt.		2002-03-11	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/24/59/77/245977db-e918-6b6a-7859-a46145ab9133/source	http://web.archive.org/web/20220111023003if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/cf/bb/e3/0743218754722.jpg	https://dreifragezeichen.de/produktwelt/details/doppelte-tauschung	1112995814	3NYWEuwAPt4PIJ4OeNxmzO	534740	B01FIM32RM	B000060MPP	MPREb_DC6eGt0NwbJ
106	Das Erbe des Meisterdiebes		Der berühmte Meisterdieb Victor Hugenay ist tot! In einem rätselhaften Testament hinterlässt er Hinweise auf bisher unentdecktes Diebesgut: einige wertvolle Gemälde. Eine Herausforderung für Justus' Superhirn! Aber der Erste Detektiv lässt sich diesmal von seiner Arbeit ablenken. Was ist los mit dem Kopf der drei Detektive? Als ein geheimnisvoller Unbekannter ebenfalls hinter dem Bilderversteck her zu sein scheint, müssen Justus, Peter und Bob zeigen, was in ihnen steckt.		2002-05-13	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/24/05/89/24058925-dfab-6db6-4943-2dd961adb463/source	http://web.archive.org/web/20220111022950if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/b2/d0/f4/0743218754821.jpg	https://dreifragezeichen.de/produktwelt/details/das-erbe-des-meisterdiebes	1112995942	4ADdmpObDUmBdvyJ9oNz5o	534681	B01FJ28B72	B0000646HU	MPREb_JeQhWA3HsCh
107	Gift per E-Mail		Achtung Feuerquallen! – Beim Tauchen vor der Küste von Rocky Beach kann Mrs. Baker den giftigen Tieren in letzter Sekunde entkommen. Aber dann erscheinen die Quallen plötzlich per E-Mail auf Mrs. Bakers Computerbildschirm und bedrohen nicht nur ihre Dateien, sondern auch ihr Leben. Mit Hilfe von Tom Wood – einem Computerspezialisten – nehmen die drei ??? die Spur des anonymen Absenders auf. Wenn da nur nicht Dick Perry wäre, ein überheblicher Detektiv aus Santa Monica, der Justus, Peter und Bob die Ermittlungen mehr als schwer macht …		2002-07-08	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/58/16/57/581657a6-edcf-0fb6-65a9-55872658347c/source	http://web.archive.org/web/20220123153400if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/90/96/ce/0743218754920.jpg	https://dreifragezeichen.de/produktwelt/details/gift-per-e-mail	1112998433	6joRNVLN69v3eSnxM86BSM	534676	B01FIM5ORS	B000068VRY	MPREb_uVfspNkoZew
108	Der Nebelberg		Eine Wandertour in den Rocky Mountains – Peter und Bob sind begeistert! Doch unterwegs hüllt auf einmal ein undurchdringlicher Nebel den Berggipfel ein und die Wandergruppe wird von einer geisterhaften Erscheinung überrascht. "Das Phantom ist zurückgekehrt", murmeln die Alten des nahe gelegenen Bergdorfes. Da fängt der Erste Detektiv Feuer, denn neben der körperlichen Anstrengung sind jetzt seine Gehirnzellen gefragt. Was steckt hinter der Spukerscheinung? Die drei ??? müssen diesmal besonders klug vorgehen, um die wortkargen Einsiedler zum Sprechen zu bringen.		2002-09-16	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/ba/05/89/ba058927-670b-4dc5-15a2-07f53046018f/source	http://web.archive.org/web/20220114180120if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/ec/25/e0/0743218755026.jpg	https://dreifragezeichen.de/produktwelt/details/der-nebelberg	1112996544	6Mi4Smq7Fn8qNOg6Xnf0In	534693	B01FIM2YFS	B00006IGJ7	MPREb_ahKznSua1BR
109	Der Mann ohne Kopf		"DJ Devil", von der Presse auch reißerisch "Satans-DJ" genannt, scheint wahrlich über teuflische Fähigkeiten zu verfügen. Der geheimnisvolle Discjockey ohne Kopf entlockt am Wochenende seinem Mischpult die unheimlichsten Beats, die die tanzenden Besucher in rasende Euphorie versetzen. Doch plötzlich gerät die Szenerie außer Kontrolle. Die drei ??? sind an diesem Abend zufällige Besucher in der Diskothek "Planet Evil" und werden Zeugen eines unheimlichen Phänomens, das Justus an die Grenzen seiner Logik katapultiert …		2002-09-16	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/88/20/9f/88209fb7-3552-bd4f-86b1-502f95110aa5/source	http://web.archive.org/web/20220115152705if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/80/69/0f/0743219432520.jpg	https://dreifragezeichen.de/produktwelt/details/der-mann-ohne-kopf	1115173891	4eX1wH67TDcYPZ1ZsjtPb6	534735	B01FUVGJ26	B00006IGJC	MPREb_nJz7Y7QxK61
110	und der Schatz der Mönche		"Ich möchte Peter Shaw sprechen. Es ist dringend." – "Worum geht es denn, Mister?" – "Um sein Leben." Eigentlich hatte Peter nur nach einem geeigneten Drehort für ein Filmprojekt an der Schule gesucht. Doch in der verlassenen Fabrikhalle findet er mehr als nur einen stimmungsvollen Schauplatz für den geplanten Kriminalfilm: ein geheimnisvolles Kästchen, einen Zettel mit merkwürdigen Schriftzeichen – und einen messerwerfenden Asiaten, der sich sofort an seine Fersen heftet. Und das ist erst der Auftakt zu einem neuen Fall für die drei ???.		2003-01-13	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/21/0d/ba/210dbaae-53f4-35b9-a6d4-d2f93ad9253d/source	http://web.archive.org/web/20220123153356if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/3f/0d/e8/0743219432629.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-schatz-der-monche	1115175534	3kBby5GJMI4U97XljKcPFD	534731	B01FUVDIR0	B00007KMO8	MPREb_IsrT7cnoVBi
111	Die sieben Tore		Wer ist der unheimliche Mr. Carter, der in einem düsteren Schloss lebt und aussieht wie ein abgemagerter Vogel? Auch sein Auftrag für die drei ??? ist mehr als seltsam: "Findet das Versteck bei den sieben Toren." Was zunächst harmlos klingt, entpuppt sich als äußerst gefährliches Unterfangen. Justus, Peter und Bob müssen Räume betreten, deren Türen sie besser nicht geöffnet hätten, und entdecken dabei Unglaubliches …		2003-04-07	false	1	http://a1.mzstatic.com/us/r30/Music30/v4/a0/a0/9b/a0a09bed-8652-3b39-03ce-479a4800718f/source	http://web.archive.org/web/20211231145709if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/40/7b/74/0743219432728.jpg	https://dreifragezeichen.de/produktwelt/details/die-sieben-tore	1115207494	3v4W4AFaI8uO7J88ojaSkS	534705	B01FV2Y7HI	B00008O885	MPREb_Vcxu1tftkBk
112	Gefährliches Quiz		Hochspannung im Studio: Die Kamera läuft, die Scheinwerfer sind auf Justus gerichtet:\nWird er alle Fragen in der beliebten Quiz-Show "Wer knackt die Nuss?" beantworten können?\nEr muss. Das Leben eines Menschen hängt davon ab. Skrupellose Gangster haben einen raffinierten Plan ausgeheckt. Und wieder einmal müssen die drei ??? scharf kombinieren, um den Verbrechern auf die Spur zu kommen …		2003-04-07	false	1	http://a1.mzstatic.com/us/r30/Music30/v4/99/ef/53/99ef53fd-cac8-923d-5e58-a83e9cfed484/source	http://web.archive.org/web/20211227022643if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/f4/14/a3/0743219432827.jpg	https://dreifragezeichen.de/produktwelt/details/gefahrliches-quiz	1115197863	4RZllDAKF3DeDz6jZJFXTa	534712	B01FV2YJMG	B00008O887	MPREb_EPwQJLnyQXX
113	Panik im Park		Panik in Rocky Beach! Plötzlich werden im Stadtpark harmlose Hunde zu wilden Bestien, die sogar Menschen angreifen. Hat der seltsame schwarze Stein, den die drei ??? im Park entdecken, etwas mit dem gefährlichen Verhalten der Tiere zu tun? Wo kommt er her? Welches Geheimnis birgt er? Justus, Peter und Bob machen sich mit Feuereifer auf die Suche. Unversehens geraten sie in ein neues atemberaubendes und gefährliches Abenteuer. Aber sind sie tatsächlich auf der richtigen Spur?		2003-06-10	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/f0/31/0c/f0310ce7-09a1-98b1-feb3-fc7a574e8921/source	http://web.archive.org/web/20211227022655if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/7b/06/4a/0743219432926.jpg	https://dreifragezeichen.de/produktwelt/details/panik-im-park	1115199675	1OBHPhBUih26oQTqxLvJTQ	534711	B01FV2YOSK	B00009KATV	MPREb_Fl29xvwp7WN
114	Die Höhle des Grauens		Totenkopfbecher, Übernachten im Sarg, eine geheimnisvolle Höhle … Die drei ??? freuen sich auf eine aufregende Woche in der "Geisterburg" – dem einsam gelegenen Erlebnishotel für wohliges Gruseln. Als sich jedoch seltsame Zwischenfälle häufen, wird schnell klar: Was als spannender, aber harmloser Aufenthalt geplant war, gerät zu einem gefährlichen Abenteuer für Justus, Peter und Bob. Liegt der Schlüssel zu allem in der Höhle des Grauens – und in dem Geheimnis, das dort verborgen ist?		2003-08-11	false	1	http://a1.mzstatic.com/us/r30/Music30/v4/68/f8/bf/68f8bf4d-440e-082f-765c-6126b54cc158/source	http://web.archive.org/web/20220124230855if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/13/cb/05/0743219911124.jpg	https://dreifragezeichen.de/produktwelt/details/die-hohle-des-grauens	1115200110	7b9OiVsktCZyldiAnjkVDx	534737	B01FV2XFK8	B0000AGDWP	MPREb_ppZ5ZwFDtna
