sprechrolleID	hörspielID	rolleID	position
468	35	273	12
469	35	274	13
470	35	275	14
471	35	276	15
472	35	277	16
473	35	278	17
474	36	1	1
475	36	2	2
476	36	3	3
477	36	4	4
478	36	279	5
479	36	280	6
480	36	281	7
481	36	39	8
482	36	282	9
483	36	283	10
484	37	1	1
485	37	2	2
486	37	3	3
487	37	4	4
488	37	284	5
489	37	285	6
490	37	286	7
491	37	287	8
492	37	39	9
493	37	288	10
494	37	289	11
495	37	290	12
496	38	1	1
497	38	2	2
498	38	3	3
499	38	4	4
500	38	291	5
501	38	292	6
502	38	293	7
503	38	294	8
504	38	295	9
505	38	296	10
506	39	1	1
507	39	2	2
508	39	3	3
509	39	4	4
510	39	297	5
511	39	298	6
512	39	299	7
513	40	1	1
514	40	2	2
515	40	3	3
516	40	4	4
517	40	300	5
518	40	301	6
519	40	73	7
520	40	13	8
521	40	302	9
522	40	303	10
523	40	304	11
524	40	305	12
525	40	12	13
526	40	39	14
527	40	306	15
528	40	307	16
529	40	308	17
530	41	1	1
531	41	2	2
532	41	3	3
533	41	4	4
534	41	309	5
535	41	310	6
536	41	201	7
537	41	311	8
538	41	312	9
539	41	313	10
540	41	314	11
541	41	195	12
542	42	1	1
543	42	2	2
544	42	3	3
545	42	4	4
546	42	315	5
547	42	316	6
548	42	317	7
549	42	318	8
550	42	319	9
551	42	320	10
552	42	245	11
553	42	321	12
554	42	322	13
555	42	323	14
556	42	324	15
557	42	325	16
558	43	1	1
559	43	2	2
560	43	3	3
561	43	4	4
562	43	326	5
563	43	327	6
564	43	328	7
565	43	329	8
566	43	132	9
567	43	330	10
568	43	331	11
569	43	332	12
570	43	39	13
571	43	333	14
572	43	334	15
573	43	335	16
574	43	37	17
575	43	38	18
576	44	1	1
577	44	2	2
578	44	3	3
579	44	4	4
580	44	336	5
581	44	337	6
582	44	338	7
583	44	339	8
584	44	340	9
585	44	341	10
586	44	13	11
587	44	342	12
588	45	1	1
589	45	2	2
590	45	3	3
591	45	4	4
592	45	343	5
593	45	344	6
594	45	345	7
595	45	346	8
596	45	347	9
597	45	39	10
598	45	348	11
599	45	227	12
600	45	13	13
601	46	1	1
602	46	2	2
603	46	3	3
604	46	4	4
605	46	349	5
606	46	350	6
607	46	351	7
608	46	352	8
609	46	353	9
610	46	354	10
611	46	355	11
612	46	356	12
613	46	357	13
614	46	358	14
615	47	1	1
616	47	2	2
617	47	3	3
618	47	4	4
619	47	39	5
620	47	359	6
621	47	360	7
622	47	361	8
623	47	362	9
624	47	363	10
625	47	364	11
626	47	365	12
627	48	1	1
628	48	2	2
629	48	3	3
630	48	4	4
631	48	227	5
632	48	366	6
633	48	367	7
634	48	368	8
635	48	369	9
636	48	370	10
637	48	371	11
638	48	372	12
639	49	1	1
640	49	2	2
641	49	3	3
642	49	4	4
643	49	373	5
644	49	374	6
645	49	375	7
646	49	376	8
647	49	377	9
648	49	378	10
649	49	379	11
650	50	1	1
651	50	2	2
652	50	3	3
653	50	4	4
654	50	380	5
655	50	381	6
656	50	382	7
657	50	383	8
658	50	384	9
659	50	385	10
660	50	227	11
661	51	1	1
662	51	2	2
663	51	3	3
664	51	4	4
665	51	386	5
666	51	387	6
667	51	388	7
668	51	389	8
669	52	1	1
670	52	2	2
671	52	3	3
672	52	4	4
673	52	390	5
674	52	391	6
675	52	392	7
676	52	168	8
677	52	393	9
678	52	394	10
679	52	395	11
680	52	396	12
681	52	397	13
682	52	398	14
683	52	399	15
684	52	400	16
685	53	1	1
686	53	2	2
687	53	3	3
688	53	4	4
689	53	359	5
690	53	401	6
691	53	402	7
692	53	403	8
693	53	404	9
694	53	405	10
695	53	13	11
696	53	406	12
697	53	407	13
698	54	1	1
699	54	2	2
700	54	3	3
701	54	4	4
702	54	359	5
703	54	408	6
704	54	409	7
705	54	410	8
706	54	411	9
707	54	412	10
708	54	413	11
709	54	414	12
710	54	415	13
711	55	1	1
712	55	2	2
713	55	3	3
714	55	4	4
715	55	39	5
716	55	359	6
717	55	416	7
718	55	417	8
719	55	418	9
720	55	419	10
721	55	420	11
722	55	421	12
723	55	422	13
724	55	423	14
725	56	1	1
726	56	2	2
727	56	3	3
728	56	4	4
729	56	359	5
730	56	424	6
731	56	425	7
732	56	426	8
733	56	427	9
734	56	428	10
735	56	429	11
736	56	430	12
737	56	431	13
738	56	432	14
739	57	1	1
740	57	2	2
741	57	3	3
742	57	4	4
743	57	433	5
744	57	434	6
745	57	435	7
746	57	12	8
747	57	436	9
748	57	437	10
749	57	438	11
750	57	439	12
751	58	1	1
752	58	2	2
753	58	3	3
754	58	4	4
755	58	13	5
756	58	73	6
757	58	440	7
758	58	441	8
759	58	442	9
760	58	443	10
761	58	430	11
762	58	444	12
763	58	445	13
764	59	1	1
765	59	2	2
766	59	3	3
767	59	4	4
768	59	446	5
769	59	447	6
770	59	448	7
771	59	449	8
772	59	450	9
773	59	451	10
774	59	452	11
775	59	453	12
776	59	454	13
777	60	1	1
778	60	2	2
779	60	3	3
780	60	4	4
781	60	227	5
782	60	13	6
783	60	455	7
784	60	456	8
785	60	457	9
786	60	458	10
787	60	459	11
788	60	460	12
789	60	461	13
790	60	462	14
791	61	1	1
792	61	2	2
793	61	3	3
794	61	4	4
795	61	463	5
796	61	464	6
797	61	465	7
798	61	12	8
799	61	195	9
800	61	466	10
801	61	436	11
802	61	467	12
803	61	468	13
804	61	469	14
805	62	1	1
806	62	2	2
807	62	3	3
808	62	4	4
809	62	470	5
810	62	471	6
811	62	472	7
812	62	473	8
813	62	474	9
814	62	475	10
815	62	476	11
816	62	430	12
817	62	477	13
818	62	436	14
819	63	1	1
820	63	2	2
821	63	3	3
822	63	4	4
823	63	13	5
824	63	478	6
825	63	479	7
826	63	480	8
827	63	73	9
828	63	481	10
829	63	430	11
830	63	359	12
831	63	436	13
832	63	482	14
833	64	1	1
834	64	2	2
835	64	3	3
836	64	4	4
837	64	13	5
838	64	12	6
839	64	483	7
840	64	484	8
841	64	485	9
842	64	486	10
843	64	487	11
844	64	488	12
845	64	489	13
846	64	490	14
847	65	1	1
848	65	2	2
849	65	3	3
850	65	4	4
851	65	491	5
852	65	492	6
853	65	493	7
854	65	367	8
855	65	481	9
856	65	494	10
857	65	495	11
858	65	496	12
859	65	497	13
860	65	498	14
861	65	499	15
862	65	500	16
863	66	1	1
864	66	2	2
865	66	3	3
866	66	4	4
867	66	501	5
868	66	502	6
869	66	503	7
870	66	504	8
871	66	505	9
872	66	506	10
873	66	507	11
874	66	508	12
875	67	1	1
876	67	2	2
877	67	3	3
878	67	4	4
879	67	509	5
880	67	510	6
881	67	511	7
882	67	502	8
883	67	512	9
884	67	513	10
885	67	514	11
886	67	515	12
887	67	516	13
888	68	1	1
889	68	2	2
890	68	3	3
891	68	4	4
892	68	517	5
893	68	518	6
894	68	519	7
895	68	520	8
896	69	1	1
897	69	2	2
898	69	3	3
899	69	4	4
900	69	521	5
901	69	522	6
902	69	13	7
903	69	73	8
904	69	436	9
905	69	359	10
906	69	523	11
907	69	524	12
908	69	227	13
909	69	136	14
910	69	291	15
911	69	525	16
912	70	1	1
913	70	2	2
914	70	3	3
915	70	4	4
916	70	526	5
917	70	527	6
918	70	528	7
919	70	529	8
920	70	530	9
921	70	531	10
922	70	532	11
923	70	533	12
924	70	436	13
925	70	379	14
926	71	1	1
927	71	2	2
928	71	3	3
929	71	4	4
930	71	227	5
931	71	73	6
932	71	13	7
933	71	436	8
934	71	534	9
935	71	216	10
936	71	535	11
937	71	536	12
938	71	537	13
939	71	538	14
940	71	539	15
941	71	540	16
942	71	541	17
943	72	1	1
944	72	2	2
945	72	3	3
946	72	4	4
947	72	542	5
948	72	543	6
949	72	544	7
950	72	545	8
951	72	546	9
952	72	31	10
953	72	41	11
954	72	547	12
955	72	515	13
956	72	516	14
957	72	132	15
958	72	468	16
959	73	1	1
960	73	2	2
961	73	3	3
962	73	4	4
963	73	548	5
964	73	549	6
965	73	550	7
966	73	551	8
967	73	359	9
968	73	552	10
969	73	11	11
970	73	553	12
971	74	1	1
972	74	2	2
973	74	3	3
974	74	4	4
975	74	73	5
976	74	13	6
977	74	554	7
978	74	555	8
979	74	436	9
980	74	367	10
981	74	461	11
982	74	556	12
983	74	274	13
984	74	557	14
985	74	558	15
986	74	559	16
987	75	1	1
988	75	2	2
989	75	3	3
990	75	4	4
991	75	291	5
992	75	470	6
993	75	560	7
994	75	561	8
995	75	562	9
996	75	563	10
997	75	564	11
998	76	1	1
999	76	2	2
1000	76	3	3
1001	76	4	4
1002	76	565	5
1003	76	566	6
1004	76	567	7
1005	76	568	8
1006	76	569	9
1007	76	570	10
1008	76	571	11
1009	76	572	12
1010	76	573	13
1011	77	574	1
1012	77	2	2
1013	77	3	3
1014	77	4	4
1015	77	575	5
1016	77	576	6
1017	77	577	7
1018	77	400	8
1019	77	578	9
1020	77	579	10
1021	77	580	11
1022	77	519	12
1023	77	520	13
1024	77	132	14
1025	77	581	15
1026	78	574	1
1027	78	2	2
1028	78	3	3
1029	78	4	4
1030	78	13	5
1031	78	73	6
1032	78	582	7
1033	78	12	8
1034	78	430	9
1035	78	583	10
1036	78	584	11
1037	78	585	12
1038	78	586	13
1039	78	587	14
1040	79	574	1
1041	79	2	2
1042	79	3	3
1043	79	4	4
1044	79	588	5
1045	79	589	6
1046	79	590	7
1047	79	591	8
1048	79	592	9
1049	79	593	10
1050	79	594	11
1051	79	556	12
1052	79	595	13
1053	79	596	14
1054	79	597	15
1055	80	574	1
1056	80	2	2
1057	80	3	3
1058	80	4	4
1059	80	598	5
1060	80	599	6
1061	80	600	7
1062	81	574	1
1063	81	2	2
1064	81	3	3
1065	81	4	4
1066	81	601	5
1067	81	602	6
1068	81	603	7
1069	81	604	8
1070	81	605	9
1071	81	227	10
1072	81	606	11
1073	81	607	12
1074	81	608	13
1075	82	574	1
1076	82	2	2
1077	82	3	3
1078	82	4	4
1079	82	609	5
1080	82	610	6
1081	82	611	7
1082	82	612	8
1083	82	245	9
1084	83	574	1
1085	83	2	2
1086	83	3	3
1087	83	4	4
1088	83	229	5
1089	83	613	6
1090	83	614	7
1091	83	615	8
1092	83	616	9
1093	83	617	10
1094	83	227	11
1095	84	574	1
1096	84	2	2
1097	84	3	3
1098	84	4	4
1099	84	618	5
1100	84	619	6
1101	84	620	7
1102	84	227	8
1103	84	348	9
1104	85	574	1
1105	85	2	2
1106	85	3	3
1107	85	4	4
1108	85	621	5
1109	85	622	6
1110	85	623	7
1111	85	624	8
1112	85	625	9
1113	85	626	10
1114	85	627	11
1115	86	574	1
1116	86	2	2
1117	86	3	3
1118	86	4	4
1119	86	12	5
1120	86	628	6
1121	86	629	7
1122	86	630	8
1123	86	242	9
1124	86	631	10
1125	86	632	11
1126	87	574	1
1127	87	2	2
1128	87	3	3
1129	87	4	4
1130	87	436	5
1131	87	633	6
1132	87	634	7
1133	87	635	8
1134	87	636	9
1135	87	637	10
1136	87	638	11
1137	87	639	12
1138	87	468	13
1139	88	574	1
1140	88	2	2
1141	88	3	3
1142	88	4	4
1143	88	640	5
1144	88	641	6
1145	88	642	7
1146	88	643	8
1147	88	644	9
1148	88	645	10
1149	88	646	11
1150	88	647	12
1151	88	648	13
1152	88	649	14
1153	88	650	15
1154	88	651	16
1155	88	652	17
1156	88	653	18
1157	89	574	1
1158	89	2	2
1159	89	3	3
1160	89	4	4
1161	89	12	5
1162	89	436	6
1163	89	654	7
1164	89	655	8
1165	89	656	9
1166	89	657	10
1167	89	41	11
1168	90	574	1
1169	90	2	2
1170	90	3	3
1171	90	4	4
1172	90	658	5
1173	90	659	6
1174	90	660	7
1175	91	574	1
1176	91	2	2
1177	91	3	3
1178	91	4	4
1179	91	661	5
1180	91	136	6
1181	91	662	7
1182	91	663	8
1183	92	574	1
1184	92	2	2
1185	92	3	3
1186	92	4	4
1187	92	664	5
1188	92	665	6
1189	92	666	7
1190	92	667	8
1191	93	574	1
1192	93	2	2
1193	93	3	3
1194	93	4	4
1195	93	668	5
1196	93	669	6
1197	93	13	7
1198	93	73	8
1199	93	670	9
1200	94	574	1
1201	94	2	2
1202	94	3	3
1203	94	4	4
1204	94	13	5
1205	94	671	6
1206	94	61	7
1207	94	672	8
1208	94	436	9
1209	94	673	10
1210	94	220	11
1211	94	674	12
1212	94	675	13
1213	95	574	1
1214	95	2	2
1215	95	3	3
1216	95	4	4
1217	95	618	5
1218	95	619	6
1219	95	676	7
1220	95	677	8
1221	95	678	9
1222	95	679	10
1223	96	574	1
1224	96	2	2
1225	96	3	3
1226	96	4	4
1227	96	13	5
1228	96	680	6
1229	96	681	7
1230	96	682	8
1231	96	291	9
1232	96	683	10
1233	96	684	11
1234	96	685	12
1235	97	574	1
1236	97	2	2
1237	97	3	3
1238	97	4	4
1239	97	686	5
1240	97	687	6
1241	97	73	7
1242	97	688	8
1243	97	689	9
1244	98	574	1
1245	98	2	2
1246	98	3	3
1247	98	4	4
1248	98	690	5
1249	98	691	6
1250	98	692	7
1251	98	132	8
1252	98	693	9
1253	98	476	10
1254	98	694	11
1255	98	695	12
1256	98	696	13
1257	98	47	14
1258	99	574	1
1259	99	2	2
1260	99	3	3
1261	99	4	4
1262	99	13	5
1263	99	436	6
1264	99	697	7
1265	99	567	8
1266	99	698	9
1267	99	699	10
1268	99	700	11
1269	99	701	12
1270	99	702	13
1271	99	703	14
1272	99	525	15
1273	101	574	1
1274	101	2	2
1275	101	3	3
1276	101	4	4
1277	101	79	5
1278	101	618	6
1279	101	704	7
1280	101	705	8
1281	101	706	9
1282	101	707	10
1283	102	574	1
1284	102	2	2
1285	102	3	3
1286	102	4	4
1287	102	79	5
1288	102	12	6
1289	102	618	7
1290	102	708	8
1291	102	704	9
1292	102	705	10
1293	102	706	11
1294	102	707	12
1295	102	709	13
1296	102	710	14
1297	102	465	15
1298	103	574	1
1299	103	2	2
1300	103	3	3
1301	103	4	4
1302	103	618	5
1303	103	708	6
1304	103	704	7
1305	103	705	8
1306	103	706	9
1307	103	707	10
1308	103	710	11
1309	103	465	12
1310	104	574	1
1311	104	2	2
1312	104	3	3
1313	104	4	4
1314	104	711	5
1315	104	712	6
1316	104	662	7
1317	104	713	8
1318	104	714	9
1319	104	715	10
1320	104	716	11
1321	104	717	12
1322	105	574	1
1323	105	2	2
1324	105	3	3
1325	105	4	4
1326	105	436	5
1327	105	718	6
1328	105	713	7
1329	105	719	8
1330	105	525	9
1331	106	574	1
1332	106	2	2
1333	106	3	3
1334	106	4	4
1335	106	720	5
1336	106	11	6
1337	106	13	7
1338	106	721	8
1339	106	722	9
1340	106	723	10
1341	106	724	11
1342	107	574	1
1343	107	2	2
1344	107	3	3
1345	107	4	4
1346	107	725	5
1347	107	726	6
1348	107	727	7
1349	107	728	8
1350	107	729	9
1351	107	436	10
1352	107	13	11
1353	108	574	1
1354	108	2	2
1355	108	3	3
1356	108	4	4
1357	108	730	5
1358	108	731	6
1359	108	732	7
1360	108	733	8
1361	108	734	9
1362	108	735	10
1363	109	574	1
1364	109	2	2
1365	109	3	3
1366	109	4	4
1367	109	736	5
1368	109	712	6
1369	109	436	7
1370	109	737	8
1371	109	738	9
1372	109	739	10
1373	109	556	11
1374	109	740	12
1375	109	741	13
1376	109	742	14
1377	109	743	15
1378	109	13	16
1379	109	744	17
1380	110	574	1
1381	110	2	2
1382	110	3	3
1383	110	4	4
1384	110	12	5
1385	110	745	6
1386	110	746	7
1387	110	175	8
1388	110	747	9
1389	110	748	10
1390	110	749	11
1391	110	750	12
1392	111	574	1
1393	111	2	2
1394	111	3	3
1395	111	4	4
1396	111	751	5
1397	111	752	6
1398	111	753	7
1399	111	754	8
1400	112	574	1
1401	112	2	2
1402	112	3	3
1403	112	4	4
1404	112	755	5
1405	112	756	6
1406	112	757	7
1407	112	758	8
1408	112	182	9
1409	112	759	10
1410	112	760	11
1411	112	47	12
1412	112	334	13
1413	113	574	1
1414	113	2	2
1415	113	3	3
1416	113	4	4
1417	113	436	5
1418	113	761	6
1419	113	762	7
1420	113	495	8
1421	113	613	9
1422	113	763	10
1423	113	320	11
1424	113	764	12
1425	113	765	13
1426	113	41	14
1427	114	574	1
1428	114	2	2
1429	114	3	3
1430	114	4	4
1431	114	766	5
1432	114	767	6
1433	114	768	7
1434	114	769	8
1435	114	770	9
1436	114	771	10
1437	114	772	11
1438	114	773	12
1439	114	774	13
1440	114	775	14
1441	114	776	15
1442	114	777	16
1443	115	574	1
1444	115	2	2
1445	115	3	3
1446	115	4	4
1447	115	778	5
1448	115	779	6
1449	115	514	7
1450	115	780	8
1451	115	781	9
1452	115	782	10
1453	116	574	1
1454	116	2	2
1455	116	3	3
1456	116	4	4
1457	116	783	5
1458	116	471	6
1459	116	784	7
1460	116	785	8
1461	116	786	9
1462	116	13	10
1463	117	574	1
1464	117	2	2
1465	117	3	3
1466	117	4	4
1467	117	13	5
1468	117	12	6
1469	117	787	7
1470	117	788	8
1471	117	789	9
1472	117	790	10
1473	117	791	11
1474	118	574	1
1475	118	2	2
1476	118	3	3
1477	118	4	4
1478	118	73	5
1479	118	39	6
1480	118	436	7
1481	118	792	8
1482	118	793	9
1483	118	749	10
1484	118	794	11
1485	118	795	12
1486	118	796	13
1487	118	797	14
1488	119	574	1
1489	119	2	2
1490	119	3	3
1491	119	4	4
1492	119	436	5
1493	119	798	6
1494	119	799	7
1495	119	800	8
1496	119	801	9
1497	119	802	10
1498	119	713	11
1499	120	574	1
1500	120	2	2
1501	120	3	3
1502	120	4	4
1503	120	79	5
1504	120	73	6
1505	120	436	7
1506	120	525	8
1507	120	803	9
1508	120	804	10
1509	120	805	11
1510	120	764	12
1511	120	806	13
1512	121	574	1
1513	121	2	2
1514	121	3	3
1515	121	4	4
1516	121	39	5
1517	121	807	6
1518	121	808	7
1519	121	809	8
1520	121	810	9
1521	121	811	10
1522	121	812	11
1523	121	183	12
1524	121	813	13
1525	121	713	14
1526	121	814	15
1527	123	574	1
1528	123	2	2
1529	123	3	3
1530	123	4	4
1531	123	73	5
1532	123	815	6
1533	123	816	7
1534	123	817	8
1535	123	818	9
1536	123	819	10
1537	123	820	11
1538	123	821	12
1539	123	58	13
1540	124	574	1
1541	124	2	2
1542	124	3	3
1543	124	4	4
1544	124	822	5
1545	124	823	6
1546	124	824	7
1547	124	825	8
1548	124	826	9
1549	126	574	1
1550	126	827	2
1551	126	828	3
1552	126	829	4
1553	126	830	5
1554	126	831	6
1555	126	832	7
1556	126	833	8
1557	126	834	9
1558	126	835	10
1559	126	836	11
1560	126	837	12
1561	126	838	13
1562	127	574	1
1563	127	827	2
1564	127	828	3
1565	127	829	4
1566	127	839	5
1567	127	840	6
1568	127	841	7
1569	127	842	8
1570	127	843	9
1571	127	844	10
1572	127	845	11
1573	131	574	1
1574	131	827	2
1575	131	828	3
1576	131	829	4
1577	131	846	5
1578	131	847	6
1579	131	834	7
1580	131	39	8
1581	131	848	9
1582	131	849	10
1583	131	850	11
1584	131	851	12
1585	131	852	13
1586	131	853	14
1587	132	574	1
1588	132	827	2
1589	132	828	3
1590	132	829	4
1591	132	854	5
1592	132	425	6
1593	132	855	7
1594	132	856	8
1595	132	857	9
1596	132	858	10
1597	133	574	1
1598	133	827	2
1599	133	828	3
1600	133	829	4
1601	133	859	5
1602	133	860	6
1603	133	861	7
1604	133	862	8
1605	133	863	9
1606	133	834	10
1607	133	182	11
1608	134	574	1
1609	134	827	2
1610	134	828	3
1611	134	829	4
1612	134	847	5
1613	134	846	6
1614	134	864	7
1615	134	865	8
1616	134	866	9
1617	134	867	10
1618	134	868	11
1619	134	869	12
1620	134	818	13
1621	134	870	14
1622	134	871	15
1623	135	574	1
1624	135	827	2
1625	135	828	3
1626	135	829	4
1627	135	872	5
1628	135	873	6
1629	135	874	7
1630	135	875	8
1631	135	876	9
1632	135	847	10
1633	135	877	11
1634	135	878	12
1635	135	834	13
1636	135	879	14
1637	135	880	15
1638	136	574	1
1639	136	2	2
1640	136	3	3
1641	136	4	4
1642	136	881	5
1643	136	882	6
1644	136	883	7
1645	136	618	8
1646	136	884	9
1647	136	885	10
1648	136	886	11
1649	136	887	12
1650	137	574	1
1651	137	2	2
1652	137	3	3
1653	137	4	4
1654	137	888	5
1655	137	889	6
1656	137	890	7
1657	137	891	8
1658	137	892	9
1659	137	893	10
