sprechrolleID	hörspielID	rolleID	position
1660	137	894	11
1661	137	895	12
1662	137	896	13
1663	138	574	1
1664	138	2	2
1665	138	3	3
1666	138	4	4
1667	138	897	5
1668	138	898	6
1669	138	899	7
1670	138	900	8
1671	138	901	9
1672	139	574	1
1673	139	2	2
1674	139	3	3
1675	139	4	4
1676	139	902	5
1677	139	903	6
1678	139	725	7
1679	139	31	8
1680	139	904	9
1681	141	574	1
1682	141	2	2
1683	141	3	3
1684	141	4	4
1685	141	720	5
1686	141	11	6
1687	141	436	7
1688	141	905	8
1689	141	906	9
1690	141	907	10
1691	141	908	11
1692	141	909	12
1693	142	574	1
1694	142	2	2
1695	142	3	3
1696	142	4	4
1697	142	720	5
1698	142	11	6
1699	142	436	7
1700	142	910	8
1701	142	911	9
1702	142	907	10
1703	142	908	11
1704	142	515	12
1705	142	12	13
1706	142	912	14
1707	142	913	15
1708	142	276	16
1709	142	73	17
1710	143	574	1
1711	143	2	2
1712	143	3	3
1713	143	4	4
1714	143	720	5
1715	143	11	6
1716	143	436	7
1717	143	911	8
1718	143	914	9
1719	143	908	10
1720	143	516	11
1721	143	915	12
1722	143	913	13
1723	143	916	14
1724	143	73	15
1725	143	13	16
1726	143	917	17
1727	144	574	1
1728	144	2	2
1729	144	3	3
1730	144	4	4
1731	144	918	5
1732	144	514	6
1733	144	919	7
1734	144	920	8
1735	144	921	9
1736	144	922	10
1737	144	608	11
1738	145	574	1
1739	145	2	2
1740	145	3	3
1741	145	4	4
1742	145	436	5
1743	145	525	6
1744	145	923	7
1745	145	924	8
1746	145	925	9
1747	145	313	10
1748	145	926	11
1749	145	927	12
1750	145	928	13
1751	145	929	14
1752	146	574	1
1753	146	2	2
1754	146	3	3
1755	146	4	4
1756	146	930	5
1757	146	926	6
1758	146	931	7
1759	146	932	8
1760	146	436	9
1761	146	933	10
1762	146	525	11
1763	147	574	1
1764	147	2	2
1765	147	3	3
1766	147	4	4
1767	147	934	5
1768	147	935	6
1769	147	936	7
1770	147	937	8
1771	147	938	9
1772	147	194	10
1773	147	939	11
1774	147	13	12
1775	147	909	13
1776	147	940	14
1777	147	941	15
1778	147	942	16
1779	147	943	17
1780	147	944	18
1781	148	574	1
1782	148	2	2
1783	148	3	3
1784	148	4	4
1785	148	13	5
1786	148	73	6
1787	148	79	7
1788	148	945	8
1789	148	946	9
1790	148	515	10
1791	148	516	11
1792	148	947	12
1793	148	948	13
1794	148	949	14
1795	149	574	1
1796	149	2	2
1797	149	3	3
1798	149	4	4
1799	149	950	5
1800	149	951	6
1801	149	952	7
1802	149	953	8
1803	149	954	9
1804	149	955	10
1805	149	956	11
1806	149	957	12
1807	149	958	13
1808	150	574	1
1809	150	2	2
1810	150	3	3
1811	150	4	4
1812	150	959	5
1813	150	960	6
1814	150	961	7
1815	150	962	8
1816	150	963	9
1817	150	964	10
1818	150	12	11
1819	150	436	12
1820	150	965	13
1821	150	966	14
1822	150	967	15
1823	150	194	16
1824	151	574	1
1825	151	2	2
1826	151	3	3
1827	151	4	4
1828	151	968	5
1829	151	969	6
1830	151	970	7
1831	151	971	8
1832	151	809	9
1833	151	972	10
1834	151	973	11
1835	151	974	12
1836	151	31	13
1837	152	574	1
1838	152	2	2
1839	152	3	3
1840	152	4	4
1841	152	975	5
1842	152	976	6
1843	152	977	7
1844	152	436	8
1845	152	978	9
1846	152	979	10
1847	152	980	11
1848	153	574	1
1849	153	2	2
1850	153	3	3
1851	153	4	4
1852	153	981	5
1853	153	514	6
1854	153	982	7
1855	153	771	8
1856	153	983	9
1857	153	984	10
1858	154	574	1
1859	154	2	2
1860	154	3	3
1861	154	4	4
1862	154	985	5
1863	154	986	6
1864	154	987	7
1865	154	988	8
1866	154	989	9
1867	154	990	10
1868	154	366	11
1869	154	476	12
1870	154	991	13
1871	154	992	14
1872	155	574	1
1873	155	2	2
1874	155	3	3
1875	155	4	4
1876	155	993	5
1877	155	994	6
1878	155	995	7
1879	155	996	8
1880	155	997	9
1881	155	31	10
1882	156	574	1
1883	156	2	2
1884	156	3	3
1885	156	4	4
1886	156	998	5
1887	156	436	6
1888	156	999	7
1889	156	1000	8
1890	157	574	1
1891	157	2	2
1892	157	3	3
1893	157	4	4
1894	157	73	5
1895	157	436	6
1896	157	1001	7
1897	157	12	8
1898	157	1002	9
1899	157	1003	10
1900	157	1004	11
1901	157	756	12
1902	157	1005	13
1903	157	1006	14
1904	157	1007	15
1905	157	1008	16
1906	157	1009	17
1907	157	1010	18
1908	158	574	1
1909	158	2	2
1910	158	3	3
1911	158	4	4
1912	158	1011	5
1913	158	1012	6
1914	158	1013	7
1915	158	1014	8
1916	158	1015	9
1917	158	1016	10
1918	158	1017	11
1919	158	1018	12
1920	158	1019	13
1921	159	574	1
1922	159	2	2
1923	159	3	3
1924	159	4	4
1925	159	73	5
1926	159	436	6
1927	159	1020	7
1928	159	1005	8
1929	159	1021	9
1930	159	1022	10
1931	159	55	11
1932	159	192	12
1933	159	1023	13
1934	159	1024	14
1935	159	1025	15
1936	159	168	16
1937	161	574	1
1938	161	2	2
1939	161	3	3
1940	161	4	4
1941	161	13	5
1942	161	73	6
1943	161	436	7
1944	161	1026	8
1945	161	1027	9
1946	161	1028	10
1947	161	1029	11
1948	161	1030	12
1949	161	1031	13
1950	161	1032	14
1951	161	1033	15
1952	161	1034	16
1953	161	1035	17
1954	161	1036	18
1955	161	809	19
1956	161	1037	20
1957	161	1038	21
1958	161	1039	22
1959	161	667	23
1960	162	574	1
1961	162	2	2
1962	162	3	3
1963	162	4	4
1964	162	13	5
1965	162	436	6
1966	162	1026	7
1967	162	1034	8
1968	162	1035	9
1969	162	1040	10
1970	162	291	11
1971	162	1028	12
1972	162	1041	13
1973	162	1042	14
1974	162	1043	15
1975	162	1033	16
1976	162	1044	17
1977	162	1045	18
1978	162	725	19
1979	162	1032	20
1980	162	1036	21
1981	162	667	22
1982	163	574	1
1983	163	2	2
1984	163	3	3
1985	163	4	4
1986	163	13	5
1987	163	227	6
1988	163	436	7
1989	163	959	8
1990	163	725	9
1991	163	1046	10
1992	163	1026	11
1993	163	1047	12
1994	163	1048	13
1995	163	1049	14
1996	163	1050	15
1997	163	1051	16
1998	163	1052	17
1999	163	1053	18
2000	163	1054	19
2001	163	1035	20
2002	163	1034	21
2003	163	1040	22
2004	163	1032	23
2005	163	1036	24
2006	163	1037	25
2007	163	1033	26
2008	163	1055	27
2009	163	1056	28
2010	163	334	29
2011	163	1028	30
2012	163	667	31
2013	164	574	1
2014	164	2	2
2015	164	3	3
2016	164	4	4
2017	164	1057	5
2018	164	1058	6
2019	164	1059	7
2020	164	1060	8
2021	164	1061	9
2022	164	1062	10
2023	164	1063	11
2024	164	1064	12
2025	164	1065	13
2026	164	1066	14
2027	164	220	15
2028	164	1067	16
2029	164	981	17
2030	164	1068	18
2031	165	574	1
2032	165	2	2
2033	165	3	3
2034	165	4	4
2035	165	1069	5
2036	165	436	6
2037	165	525	7
2038	165	1070	8
2039	165	1071	9
2040	165	132	10
2041	165	1072	11
2042	165	58	12
2043	166	574	1
2044	166	2	2
2045	166	3	3
2046	166	4	4
2047	166	73	5
2048	166	1073	6
2049	166	1074	7
2050	166	1075	8
2051	166	1076	9
2052	166	436	10
2053	166	525	11
2054	166	58	12
2055	167	574	1
2056	167	2	2
2057	167	3	3
2058	167	4	4
2059	167	1077	5
2060	167	1078	6
2061	167	1079	7
2062	167	1080	8
2063	167	1081	9
2064	167	1082	10
2065	167	1083	11
2066	167	1084	12
2067	168	2	1
2068	168	3	2
2069	168	4	3
2070	168	1085	4
2071	168	1086	5
2072	168	807	6
2073	168	1087	7
2074	168	1088	8
2075	168	1089	9
2076	168	1090	10
2077	168	1091	11
2078	168	1092	12
2079	168	1093	13
2080	168	1094	14
2081	168	1095	15
2082	168	393	16
2083	168	1096	17
2084	168	1097	18
2085	168	379	19
2086	168	335	20
2087	168	1098	21
2088	168	1099	22
2089	168	1100	23
2090	169	574	1
2091	169	2	2
2092	169	3	3
2093	169	4	4
2094	169	73	5
2095	169	13	6
2096	169	436	7
2097	169	1101	8
2098	169	1102	9
2099	169	1103	10
2100	169	1104	11
2101	169	1105	12
2102	169	1106	13
2103	169	1107	14
2104	169	1108	15
2105	169	1109	16
2106	169	1110	17
2107	169	1111	18
2108	170	574	1
2109	170	2	2
2110	170	3	3
2111	170	4	4
2112	170	1112	5
2113	170	1113	6
2114	170	1114	7
2115	170	1115	8
2116	170	1116	9
2117	170	1117	10
2118	170	79	11
2119	170	1118	12
2120	170	436	13
2121	170	525	14
2122	170	1119	15
2123	170	514	16
2124	171	574	1
2125	171	2	2
2126	171	3	3
2127	171	4	4
2128	171	196	5
2129	171	436	6
2130	171	1120	7
2131	171	1121	8
2132	171	1122	9
2133	171	1123	10
2134	171	519	11
2135	171	520	12
2136	173	574	1
2137	173	2	2
2138	173	3	3
2139	173	4	4
2140	173	1124	5
2141	173	436	6
2142	173	227	7
2143	173	348	8
2144	173	79	9
2145	173	1125	10
2146	173	1126	11
2147	173	1127	12
2148	173	1128	13
2149	173	1129	14
2150	173	1130	15
2151	173	1131	16
2152	175	574	1
2153	175	2	2
2154	175	3	3
2155	175	4	4
2156	175	1132	5
2157	175	1133	6
2158	175	1134	7
2159	175	1135	8
2160	175	1136	9
2161	175	1137	10
2162	175	1138	11
2163	175	1139	12
2164	175	1140	13
2165	175	436	14
2166	175	1141	15
2167	175	1142	16
2168	175	1143	17
2169	175	1144	18
2170	176	574	1
2171	176	2	2
2172	176	3	3
2173	176	4	4
2174	176	12	5
2175	176	1140	6
2176	176	683	7
2177	176	1145	8
2178	176	1146	9
2179	176	1139	10
2180	176	1136	11
2181	176	1141	12
2182	176	1147	13
2183	176	227	14
2184	176	348	15
2185	176	1132	16
2186	176	1148	17
2187	176	685	18
2188	176	1149	19
2189	177	574	1
2190	177	2	2
2191	177	3	3
2192	177	4	4
2193	177	12	5
2194	177	1132	6
2195	177	1140	7
2196	177	1145	8
2197	177	1150	9
2198	177	1135	10
2199	177	1136	11
2200	177	683	12
2201	177	1138	13
2202	177	1141	14
2203	177	1147	15
2204	177	1151	16
2205	177	1111	17
2206	177	1152	18
2207	177	1153	19
2208	178	2	1
2209	178	3	2
2210	178	4	3
2211	178	1154	4
2212	178	1155	5
2213	178	1156	6
2214	178	1157	7
2215	178	1158	8
2216	178	1159	9
2217	178	1160	10
2218	178	359	11
2219	178	1161	12
2220	178	608	13
2221	179	574	1
2222	179	2	2
2223	179	3	3
2224	179	4	4
2225	179	1162	5
2226	179	1163	6
2227	179	1164	7
2228	179	1165	8
2229	179	436	9
2230	179	1166	10
2231	179	1167	11
2232	179	1168	12
2233	179	820	13
2234	179	130	14
2235	179	1169	15
2236	179	1170	16
2237	179	512	17
2238	179	1171	18
2239	179	1172	19
2240	179	944	20
2241	180	574	1
2242	180	2	2
2243	180	3	3
2244	180	4	4
2245	180	436	5
2246	180	1173	6
2247	180	1174	7
2248	180	1175	8
2249	180	400	9
2250	180	1176	10
2251	180	227	11
2252	180	909	12
2253	180	519	13
2254	180	520	14
2255	180	942	15
2256	180	1177	16
2257	180	1178	17
2258	180	608	18
2259	180	1179	19
2260	181	574	1
2261	181	2	2
2262	181	3	3
2263	181	4	4
2264	181	1180	5
2265	181	1181	6
2266	181	1182	7
2267	181	128	8
2268	181	1183	9
2269	181	1184	10
2270	181	334	11
2271	181	1185	12
2272	181	1186	13
2273	181	1187	14
2274	181	1188	15
2275	181	1189	16
2276	181	915	17
2277	181	1190	18
2278	182	574	1
2279	182	2	2
2280	182	3	3
2281	182	4	4
2282	182	436	5
2283	182	73	6
2284	182	13	7
2285	182	1191	8
2286	182	39	9
2287	182	1192	10
2288	182	1193	11
2289	182	1194	12
2290	182	921	13
2291	182	1195	14
2292	182	1196	15
2293	182	1197	16
2294	182	1198	17
2295	182	1199	18
2296	182	168	19
2297	182	525	20
2298	182	1200	21
2299	182	809	22
2300	183	574	1
2301	183	2	2
2302	183	3	3
2303	183	4	4
2304	183	1201	5
2305	183	1202	6
2306	183	1203	7
2307	183	1204	8
2308	183	1205	9
2309	183	1206	10
2310	183	1207	11
2311	183	1208	12
2312	183	192	13
2313	183	1209	14
2314	184	574	1
2315	184	2	2
2316	184	3	3
2317	184	4	4
2318	184	1210	5
2319	184	1211	6
2320	184	1212	7
2321	184	1213	8
2322	184	1214	9
2323	184	192	10
2324	184	1215	11
2325	184	436	12
2326	184	1216	13
2327	184	1217	14
2328	185	574	1
2329	185	2	2
2330	185	3	3
2331	185	4	4
2332	185	73	5
2333	185	1218	6
2334	185	1219	7
2335	185	1220	8
2336	185	79	9
2337	185	436	10
2338	185	1221	11
2339	185	1222	12
2340	185	525	13
2341	185	1223	14
2342	187	574	1
2343	187	2	2
2344	187	3	3
2345	187	4	4
2346	187	1224	5
2347	187	878	6
2348	187	436	7
2349	187	136	8
2350	187	1225	9
2351	187	1226	10
2352	187	58	11
2353	188	574	1
2354	188	2	2
2355	188	3	3
2356	188	4	4
2357	188	780	5
2358	189	574	1
2359	189	2	2
2360	189	3	3
2361	189	4	4
2362	189	1227	5
2363	189	1228	6
2364	189	58	7
2365	190	4	1
2366	191	574	1
2367	191	2	2
2368	191	3	3
2369	191	4	4
2370	191	1229	5
2371	191	1217	6
2372	191	519	7
2373	191	520	8
2374	192	3	1
2375	193	574	1
2376	193	2	2
2377	193	3	3
2378	193	4	4
2379	193	1230	5
2380	194	574	1
2381	194	2	2
2382	194	3	3
2383	194	4	4
2384	194	13	5
2385	194	1231	6
2386	195	574	1
2387	195	2	2
2388	195	3	3
2389	195	4	4
2390	195	13	5
2391	195	608	6
2392	195	1232	7
2393	195	1233	8
2394	195	274	9
2395	196	2	1
2396	197	574	1
2397	197	2	2
2398	197	3	3
2399	197	4	4
2400	197	359	5
2401	197	422	6
2402	197	192	7
2403	198	574	1
2404	198	2	2
2405	198	3	3
2406	198	4	4
2407	198	436	5
2408	198	1234	6
2409	198	519	7
2410	198	520	8
2411	198	1235	9
2412	199	574	1
2413	199	2	2
2414	199	3	3
2415	199	4	4
2416	199	1236	5
2417	199	1237	6
2418	199	1238	7
2419	199	1239	8
2420	199	1240	9
2421	199	1241	10
2422	199	1242	11
2423	199	31	12
2424	199	1243	13
2425	199	519	14
2426	199	520	15
2427	199	1235	16
2428	199	1244	17
2429	200	574	1
2430	200	2	2
2431	200	3	3
2432	200	4	4
2433	200	13	5
2434	200	73	6
2435	200	436	7
2436	200	1245	8
2437	200	12	9
2438	200	1246	10
2439	200	519	11
2440	200	520	12
2441	201	574	1
2442	201	2	2
2443	201	3	3
2444	201	4	4
2445	201	1247	5
2446	201	1248	6
2447	201	1249	7
2448	201	1250	8
2449	201	1251	9
2450	201	195	10
2451	201	593	11
2452	201	1252	12
2453	201	436	13
2454	201	525	14
2455	201	1253	15
2456	202	574	1
2457	202	2	2
2458	202	3	3
2459	202	4	4
2460	202	13	5
2461	202	1254	6
2462	202	1255	7
2463	202	1256	8
2464	202	1257	9
2465	202	1258	10
2466	202	1259	11
2467	202	1260	12
2468	202	436	13
2469	202	98	14
2470	203	574	1
2471	203	2	2
2472	203	3	3
2473	203	4	4
2474	203	1261	5
2475	203	1262	6
2476	203	1263	7
2477	203	1264	8
2478	203	1265	9
2479	203	1266	10
2480	203	1267	11
2481	203	1268	12
2482	203	1269	13
2483	204	574	1
2484	204	2	2
2485	204	3	3
2486	204	4	4
2487	204	1270	5
2488	204	436	6
2489	205	574	1
2490	205	2	2
2491	205	3	3
2492	205	4	4
2493	205	436	5
2494	205	1271	6
2495	205	1272	7
2496	205	1273	8
2497	205	1274	9
2498	205	1275	10
2499	205	579	11
2500	205	58	12
2501	205	379	13
2502	205	1276	14
2503	207	574	1
2504	207	2	2
2505	207	3	3
2506	207	4	4
2507	207	227	5
2508	207	1277	6
2509	207	1278	7
2510	207	1279	8
2511	207	1280	9
2512	207	1005	10
2513	207	1281	11
2514	207	1282	12
2515	207	1283	13
2516	207	1284	14
2517	207	220	15
2518	208	574	1
2519	208	2	2
2520	208	3	3
2521	208	4	4
2522	208	39	5
2523	208	1285	6
2524	208	1286	7
2525	208	1287	8
2526	208	192	9
2527	209	574	1
2528	209	2	2
2529	209	3	3
2530	209	4	4
2531	209	32	5
2532	209	1288	6
2533	209	1289	7
2534	209	1290	8
2535	209	1291	9
2536	209	1292	10
2537	209	1293	11
2538	209	1294	12
2539	209	1295	13
2540	209	1042	14
2541	209	1043	15
2542	209	436	16
2543	209	1296	17
2544	209	1297	18
2545	209	1298	19
2546	211	574	1
2547	211	2	2
2548	211	3	3
2549	211	4	4
2550	211	1299	5
2551	211	1300	6
2552	211	1301	7
2553	211	1302	8
2554	211	1303	9
2555	211	1304	10
2556	211	1305	11
2557	212	574	1
2558	212	2	2
2559	212	3	3
2560	212	4	4
2561	212	227	5
2562	212	348	6
2563	212	1306	7
2564	212	1307	8
2565	212	1308	9
2566	213	574	1
2567	213	2	2
2568	213	3	3
2569	213	4	4
2570	213	13	5
2571	213	73	6
2572	214	574	1
2573	214	2	2
2574	214	3	3
2575	214	4	4
2576	214	1072	5
2577	214	1309	6
2578	214	1310	7
2579	214	1311	8
2580	214	1312	9
2581	214	1313	10
2582	215	574	1
2583	215	2	2
2584	215	3	3
2585	215	4	4
2586	215	73	5
2587	215	13	6
2588	215	1314	7
2589	215	1315	8
2590	215	386	9
2591	216	574	1
2592	216	2	2
2593	216	3	3
2594	216	4	4
2595	216	1316	5
2596	216	1317	6
2597	216	73	7
2598	216	1318	8
2599	217	574	1
2600	217	2	2
2601	217	3	3
2602	217	4	4
2603	217	13	5
2604	217	73	6
2605	217	225	7
2606	218	574	1
2607	218	2	2
2608	218	3	3
2609	218	4	4
2610	218	1319	5
2611	218	436	6
2612	218	1320	7
2613	218	1321	8
2614	218	1322	9
2615	218	1323	10
2616	218	1324	11
2617	218	1325	12
2618	218	220	13
2619	218	1326	14
2620	218	1327	15
2621	218	1328	16
2622	218	1329	17
2623	218	1330	18
2624	218	58	19
2625	219	574	1
2626	219	2	2
2627	219	3	3
2628	219	4	4
2629	219	73	5
2630	219	13	6
2631	219	1331	7
2632	219	1332	8
2633	219	1333	9
2634	219	1334	10
2635	219	1335	11
2636	219	1336	12
2637	219	1337	13
2638	219	1338	14
2639	219	1339	15
2640	219	436	16
2641	220	574	1
2642	220	2	2
2643	220	3	3
2644	220	4	4
2645	220	13	5
2646	220	39	6
2647	220	1340	7
2648	220	1341	8
2649	220	1342	9
2650	220	1343	10
2651	220	1344	11
2652	220	764	12
2653	220	512	13
2654	220	1345	14
2655	220	1346	15
2656	220	1347	16
2657	220	1348	17
2658	220	1349	18
2659	220	1350	19
2660	220	1351	20
2661	221	574	1
2662	221	2	2
2663	221	3	3
2664	221	4	4
2665	221	1352	5
2666	221	1353	6
2667	221	1354	7
2668	221	1355	8
2669	221	1356	9
2670	221	1357	10
2671	221	512	11
2672	221	1358	12
2673	221	519	13
2674	221	520	14
2675	221	192	15
2676	221	1359	16
2677	221	1360	17
2678	221	1361	18
2679	221	540	19
2680	221	31	20
2681	221	1362	21
2682	222	574	1
2683	222	2	2
2684	222	3	3
2685	222	4	4
2686	222	436	5
2687	222	1363	6
2688	222	1364	7
2689	222	1365	8
2690	222	1319	9
2691	222	1366	10
2692	222	1367	11
2693	222	525	12
2694	222	1368	13
2695	222	1369	14
2696	223	574	1
2697	223	2	2
2698	223	3	3
2699	223	4	4
2700	223	1370	5
2701	223	592	6
2702	223	1371	7
2703	223	1372	8
2704	223	1373	9
2705	223	1374	10
2706	223	1375	11
2707	223	1376	12
2708	223	1377	13
2709	224	574	1
2710	224	2	2
2711	224	3	3
2712	224	4	4
2713	224	1378	5
2714	224	1379	6
2715	224	1380	7
2716	224	1381	8
2717	224	436	9
2718	224	1382	10
2719	224	1383	11
2720	224	1036	12
2721	226	574	1
2722	226	2	2
2723	226	3	3
2724	226	4	4
2725	226	227	5
2726	226	1384	6
2727	226	1385	7
2728	226	1386	8
2729	226	1387	9
2730	226	1388	10
2731	226	1389	11
2732	226	1390	12
2733	226	1391	13
2734	226	625	14
2735	226	1392	15
2736	226	1393	16
2737	226	274	17
2738	226	621	18
2739	226	1394	19
2740	226	515	20
2741	226	516	21
2742	226	1395	22
2743	226	1100	23
2744	227	574	1
2745	227	2	2
2746	227	3	3
2747	227	4	4
2748	227	1385	5
2749	227	1388	6
2750	227	1396	7
2751	227	1397	8
2752	227	1391	9
2753	227	1389	10
2754	227	1398	11
2755	227	1390	12
2756	227	1399	13
2757	227	1400	14
2758	227	1111	15
2759	227	438	16
2760	227	1100	17
2761	228	574	1
2762	228	2	2
2763	228	3	3
2764	228	4	4
2765	228	1385	5
2766	228	1396	6
2767	228	1401	7
2768	228	1402	8
2769	228	1398	9
2770	228	1388	10
2771	228	1386	11
2772	228	1403	12
2773	228	1404	13
2774	228	227	14
2775	228	1100	15
2776	229	574	1
2777	229	2	2
2778	229	3	3
2779	229	4	4
2780	229	1405	5
2781	229	1406	6
2782	229	1407	7
2783	229	1408	8
2784	229	1409	9
2785	229	1410	10
2786	229	1411	11
2787	229	1412	12
2788	229	1413	13
2789	230	574	1
2790	230	2	2
2791	230	3	3
2792	230	4	4
2793	230	1414	5
2794	230	1415	6
2795	230	1416	7
2796	230	1417	8
2797	230	1418	9
2798	230	1419	10
2799	230	1420	11
2800	230	1421	12
2801	230	31	13
2802	231	574	1
2803	231	2	2
2804	231	3	3
2805	231	4	4
2806	231	1422	5
2807	231	1423	6
2808	231	1424	7
2809	231	1425	8
2810	231	1426	9
2811	231	1427	10
2812	231	436	11
2813	232	574	1
2814	232	2	2
2815	232	3	3
2816	232	4	4
2817	232	1428	5
2818	232	1429	6
2819	232	1430	7
2820	232	1431	8
2821	232	1432	9
2822	232	1433	10
2823	232	1434	11
2824	232	1435	12
2825	232	1436	13
2826	232	1437	14
2827	232	596	15
2828	232	1438	16
2829	233	574	1
2830	233	2	2
2831	233	3	3
2832	233	4	4
2833	233	1439	5
2834	233	1440	6
2835	233	79	7
2836	233	436	8
2837	233	525	9
2838	233	1441	10
2839	233	1442	11
2840	233	1443	12
2841	233	651	13
2842	235	574	1
2843	235	2	2
2844	235	3	3
2845	235	4	4
2846	235	1444	5
2847	235	213	6
2848	236	574	1
2849	236	2	2
2850	236	3	3
2851	236	4	4
2852	236	1445	5
2853	236	1446	6
2854	236	1447	7
2855	236	47	8
2856	236	1085	9
2857	236	1448	10
2858	236	1449	11
2859	237	574	1
2860	237	2	2
2861	237	3	3
2862	237	4	4
2863	237	1450	5
2864	237	1451	6
2865	238	574	1
2866	238	2	2
2867	238	3	3
2868	238	4	4
2869	238	73	5
2870	238	13	6
2871	238	1452	7
2872	238	1453	8
2873	238	385	9
2874	238	1454	10
2875	238	1455	11
2876	239	574	1
2877	239	2	2
2878	239	3	3
2879	239	4	4
2880	239	1456	5
2881	239	1457	6
2882	240	574	1
2883	240	2	2
2884	240	3	3
2885	240	4	4
2886	240	1458	5
2887	240	359	6
2888	240	81	7
2889	240	1459	8
2890	240	106	9
2891	240	1460	10
2892	240	79	11
2893	241	574	1
2894	241	2	2
2895	241	3	3
2896	241	4	4
2897	241	13	5
2898	241	1461	6
2899	241	1462	7
2900	241	761	8
2901	241	436	9
2902	241	1463	10
2903	241	1464	11
2904	241	1465	12
2905	241	1466	13
2906	241	1467	14
2907	241	37	15
2908	241	38	16
2909	241	335	17
2910	242	574	1
2911	242	2	2
2912	242	3	3
2913	242	4	4
2914	242	291	5
2915	242	1468	6
2916	242	436	7
2917	242	525	8
2918	242	1283	9
2919	242	31	10
2920	242	1469	11
2921	242	1470	12
2922	242	1471	13
2923	242	818	14
2924	242	1472	15
2925	242	1473	16
2926	242	1474	17
2927	242	1475	18
2928	242	1476	19
2929	242	1477	20
2930	242	1478	21
2931	242	1479	22
2932	242	379	23
2933	243	574	1
2934	243	2	2
2935	243	3	3
2936	243	4	4
2937	243	13	5
2938	243	73	6
2939	243	436	7
2940	243	1480	8
2941	243	1481	9
2942	243	393	10
2943	243	1482	11
2944	243	1442	12
2945	243	1483	13
2946	243	1484	14
2947	243	1485	15
2948	243	47	16
2949	243	1486	17
2950	243	132	18
2951	243	1487	19
2952	245	574	1
2953	245	2	2
2954	245	3	3
2955	245	4	4
2956	245	1488	5
2957	245	579	6
2958	245	1489	7
2959	245	1467	8
2960	245	1490	9
2961	245	1491	10
2962	245	436	11
2963	245	1492	12
2964	245	1493	13
2965	245	1494	14
2966	245	1495	15
2967	245	1496	16
2968	245	1497	17
2969	245	1498	18
2970	246	574	1
2971	246	2	2
2972	246	3	3
2973	246	4	4
2974	246	436	5
2975	246	1499	6
2976	246	1500	7
2977	246	1501	8
2978	246	1502	9
2979	246	1503	10
2980	246	1504	11
2981	246	1505	12
2982	246	1506	13
2983	246	1507	14
2984	246	1111	15
2985	246	1508	16
2986	247	574	1
2987	247	2	2
2988	247	3	3
2989	247	4	4
2990	247	1509	5
2991	247	1510	6
2992	247	1511	7
2993	247	1151	8
2994	247	1512	9
2995	247	1513	10
2996	247	1514	11
2997	247	1515	12
2998	247	1516	13
2999	247	1517	14
3000	247	436	15
3001	247	525	16
3002	249	574	1
3003	249	2	2
3004	249	3	3
3005	249	4	4
3006	249	13	5
3007	249	436	6
3008	249	1518	7
3009	249	1519	8
3010	249	595	9
3011	249	1520	10
3012	249	1521	11
3013	249	1522	12
3014	249	1523	13
3015	249	1524	14
3016	249	1525	15
3017	249	892	16
3018	249	1526	17
3019	250	2	1
3020	250	3	2
3021	250	4	3
3022	250	1527	4
3023	250	1528	5
3024	250	1529	6
3025	250	1530	7
3026	250	1531	8
3027	250	1532	9
3028	250	1533	10
3029	250	1534	11
3030	250	1535	12
3031	250	1536	13
3032	250	1537	14
3033	250	1538	15
3034	250	1539	16
3035	251	574	1
3036	251	2	2
3037	251	3	3
3038	251	4	4
3039	251	567	5
3040	251	687	6
3041	251	436	7
3042	251	13	8
3043	251	73	9
3044	251	1540	10
3045	251	1541	11
3046	251	1542	12
3047	251	1437	13
3048	251	1543	14
3049	251	525	15
3050	251	393	16
3051	253	574	1
3052	253	2	2
3053	253	3	3
3054	253	4	4
3055	253	1544	5
3056	253	595	6
3057	253	1545	7
3058	253	1546	8
3059	253	1547	9
3060	253	477	10
3061	253	580	11
3062	253	58	12
3063	253	1548	13
3064	253	31	14
3065	253	1549	15
3066	254	574	1
3067	254	2	2
3068	254	3	3
3069	254	4	4
3070	254	13	5
3071	254	73	6
3072	254	1550	7
3073	254	1551	8
3074	254	756	9
3075	254	1552	10
3076	254	653	11
3077	254	1553	12
3078	255	574	1
3079	255	2	2
3080	255	3	3
3081	255	4	4
3082	255	1554	5
3083	255	595	6
3084	255	1417	7
3085	255	1555	8
3086	255	1556	9
3087	255	1557	10
3088	255	1558	11
3089	256	574	1
3090	256	2	2
3091	256	3	3
3092	256	4	4
3093	256	1559	5
3094	256	1560	6
3095	256	1561	7
3096	256	1562	8
3097	256	1563	9
3098	256	1564	10
3099	256	1565	11
3100	256	1566	12
3101	256	1567	13
3102	256	1568	14
3103	257	574	1
3104	257	2	2
3105	257	3	3
3106	257	4	4
3107	257	436	5
3108	257	1569	6
3109	257	1570	7
3110	257	1066	8
3111	257	58	9
3112	257	1571	10
3113	257	1572	11
3114	257	1573	12
3115	257	1574	13
3116	257	883	14
3117	257	1575	15
3118	257	1576	16
3119	257	192	17
3120	257	379	18
3121	257	366	19
3122	258	574	1
3123	258	2	2
3124	258	3	3
3125	258	4	4
3126	258	13	5
3127	258	436	6
3128	258	1577	7
3129	258	1578	8
3130	258	1579	9
3131	258	1580	10
3132	258	1581	11
3133	258	1582	12
3134	258	220	13
3135	258	1351	14
3136	258	1583	15
3137	258	1584	16
3138	258	1585	17
3139	258	1586	18
3140	259	574	1
