sprechrolleID	personID	pseudonymID
2460	16	
2461	613	
2462	656	
2463	657	
2464	227	
2465	658	
2466	659	
2467	396	
2468	168	
2469	148	
2470	388	
2471	4	
2472	5	
2473	6	
2474	121	
2475	490	
2476	92	
2477	521	
2478	660	
2479	661	
2480	112	
2481	250	
2482	313	
2483	388	
2484	4	
2485	5	
2486	6	
2487	442	
2488	168	
2489	388	
2490	4	
2491	5	
2492	6	
2493	168	
2494	548	
2495	108	
2496	616	
2497	149	
2498	657	
2499	381	
2500	662	63
2501	663	64
2502	664	
2503	388	
2504	4	
2505	5	
2506	6	
2507	189	
2508	620	
2509	236	
2510	665	
2511	666	
2512	667	
2513	451	
2514	91	
2515	45	
2516	272	
2517	552	
2518	388	
2519	4	
2520	5	
2521	6	
2522	97	
2523	510	
2524	413	
2525	91	
2526	391	
2527	388	
2528	4	
2529	5	
2530	6	
2531	28	
2532	396	
2533	668	
2534	526	
2535	611	
2536	265	
2537	376	
2538	669	
2539	96	
2540	602	
2541	413	
2542	168	
2543	407	
2544	401	
2545	670	65
2546	388	
2547	4	
2548	5	
2549	6	
2550	266	
2551	671	
2552	76	
2553	364	
2554	36	
2555	611	
2556	26	7
2557	388	
2558	4	
2559	5	
2560	6	
2561	189	
2562	264	
2563	374	
2564	611	
2565	672	
2566	388	
2567	4	
2568	5	
2569	6	
2570	16	
2571	44	5
2572	388	
2573	4	
2574	5	
2575	6	
2576	166	
2577	500	
2578	127	
2579	121	
2580	467	
2581	468	
2582	388	
2583	4	
2584	5	
2585	6	
2586	44	5
2587	16	
2588	624	
2589	442	
2590	283	57
2591	388	
2592	4	
2593	5	
2594	6	
2595	11	
2596	500	
2597	44	5
2598	673	
2599	388	
2600	4	
2601	5	
2602	6	
2603	16	
2604	44	5
2605	96	
2606	388	
2607	4	
2608	5	
2609	6	
2610	154	
2611	168	
2612	586	
2613	674	
2614	675	
2615	63	
2616	676	
2617	677	
2618	353	
2619	678	
2620	175	
2621	440	
2622	166	
2623	679	
2624	680	
2625	388	
2626	4	
2627	5	
2628	6	
2629	44	5
2630	16	
2631	247	
2632	361	
2633	26	
2634	681	
2635	227	
2636	643	
2637	682	
2638	142	
2639	605	
2640	168	
2641	388	
2642	4	
2643	5	
2644	6	
2645	16	
2646	97	
2647	259	
2648	144	
2649	166	
2650	189	
2651	264	
2652	376	
2653	115	
2654	550	
2655	480	
2656	365	
2657	683	
2658	684	
2659	218	
2660	685	
2661	388	
2662	4	
2663	5	
2664	6	
2665	686	
2666	687	
2667	623	
2668	343	
2669	688	
2670	689	
2671	690	
2672	633	
2673	149	
2674	19	
2675	413	
2676	691	
2677	529	
2678	637	
2679	692	
2680	660	
2681	693	
2682	388	
2683	4	
2684	5	
2685	6	
2686	168	
2687	537	
2688	374	
2689	694	
2690	695	
2691	140	
2692	148	
2693	220	
2694	696	
2695	503	
2696	388	
2697	4	
2698	5	
2699	6	
2700	557	
2701	697	
2702	698	
2703	177	
2704	605	
2705	699	
2706	351	
2707	245	
2708	63	
2709	388	
2710	4	
2711	5	
2712	6	
2713	700	
2714	701	
2715	600	
2716	349	
2717	168	
2718	702	
2719	327	
2720	703	
2721	388	
2722	4	
2723	5	
2724	6	
2725	189	
2726	605	
2727	255	
2728	391	
2729	64	
2730	525	
2731	704	
2732	601	
2733	71	
2734	705	
2735	706	
2736	412	
2737	442	
2738	91	
2739	707	
2740	548	
2741	514	
2742	120	
2743	708	
2744	388	
2745	4	
2746	5	
2747	6	
2748	255	
2749	525	
2750	381	
2751	709	
2752	71	
2753	704	
2754	354	
2755	601	
2756	440	
2757	76	
2758	710	
2759	711	
2760	708	
2761	388	
2762	4	
2763	5	
2764	6	
2765	255	
2766	381	
2767	712	
2768	97	
2769	354	
2770	525	
2771	391	
2772	459	
2773	86	
2774	189	
2775	708	
2776	388	
2777	4	
2778	5	
2779	6	
2780	713	
2781	714	
2782	715	
2783	500	
2784	225	
2785	658	
2786	93	
2787	605	
2788	716	
2789	388	
2790	4	
2791	5	
2792	6	
2793	702	
2794	488	
2795	65	
2796	584	
2797	717	
2798	639	
2799	548	
2800	474	
2801	416	
2802	388	
2803	4	
2804	5	
2805	6	
2806	654	
2807	718	
2808	621	
2809	427	
2810	247	
2811	351	
2812	168	
2813	388	
2814	4	
2815	5	
2816	6	
2817	408	
2818	719	
2819	720	
2820	342	
2821	247	
2822	721	
2823	149	
2824	701	
2825	619	
2826	722	
2827	723	
2828	724	
2829	388	
2830	4	
2831	5	
2832	6	
2833	700	
2834	602	
2835	164	
2836	168	
2837	220	
2838	374	
2839	660	
2840	725	
2841	36	
2842	388	
2843	4	
2844	5	
2845	6	
2846	726	
2847	65	
2848	388	
2849	4	
2850	5	
2851	6	
2852	158	
2853	624	
2854	496	
2855	718	
2856	33	
2857	687	
2858	506	
2859	388	
2860	4	
2861	5	
2862	6	
2863	621	
2864	727	
2865	388	
2866	4	
2867	5	
2868	6	
2869	44	5
2870	16	
2871	408	
2872	391	
2873	728	
2874	729	
2875	258	
2876	388	
2877	4	
2878	5	
2879	6	
2880	550	
2881	427	
2882	388	
2883	4	
2884	5	
2885	6	
2886	730	
2887	182	
2888	247	
2889	726	
2890	718	
2891	672	
2892	164	
2893	388	
2894	4	
2895	5	
2896	6	
2897	16	
2898	731	
2899	71	
2900	639	
2901	168	
2902	124	
2903	730	
2904	732	
2905	733	
2906	734	
2907	735	
2908	736	
2909	689	
2910	388	
2911	4	
2912	5	
2913	6	
2914	26	
2915	726	
2916	168	
2917	220	
2918	91	
2919	737	
2920	738	
2921	739	
2922	539	
2923	660	
2924	740	
2925	350	
2926	741	
2927	397	
2928	560	
2929	361	
2930	742	
2931	731	
2932	734	
2933	388	
2934	4	
2935	5	
2936	6	
2937	16	
2938	91	
2939	168	
2940	43	
2941	743	
2942	586	
2943	108	
2944	166	
2945	351	
2946	556	
2947	744	
2948	11	
2949	660	
2950	546	
2951	745	
2952	388	
2953	4	
2954	5	
2955	6	
2956	746	
2957	639	
2958	747	
2959	735	
2960	748	
2961	749	
2962	168	
2963	65	
2964	560	
2965	750	
2966	751	
2967	556	
2968	427	
2969	586	
2970	388	
2971	4	
2972	5	
2973	6	
2974	168	
2975	701	
2976	622	
2977	400	
2978	752	
2979	149	
2980	665	
2981	753	
2982	374	
2983	754	
2984	376	
2985	552	
2986	388	
2987	4	
2988	5	
2989	6	
2990	120	
2991	714	
2992	506	
2993	71	
2994	755	
2995	756	
2996	757	
2997	758	
2998	197	
2999	327	
3000	168	
3001	220	
3002	759	
3003	4	
3004	5	
3005	6	
3006	16	
3007	168	
3008	45	
3009	210	
3010	500	
3011	760	
3012	761	
3013	762	
3014	556	
3015	153	
3016	351	
3017	166	
3018	245	
3019	4	
3020	5	
3021	6	
3022	605	
3023	665	
3024	376	
3025	643	
3026	412	
3027	504	
3028	413	
3029	763	
3030	585	
3031	764	
3032	765	
3033	548	
3034	272	
3034	553	
3034	766	
3034	767	
3034	768	
3034	556	
3034	26	
3034	426	
3034	490	
3034	150	
3034	412	
3034	161	
3034	301	
3034	769	
3034	733	
3034	770	
3034	504	
3034	465	
3034	442	
3035	759	
3036	4	
3037	5	
3038	6	
3039	288	
3040	364	
3041	168	
3042	16	
3043	91	
3044	727	
3045	607	
3046	771	
3047	772	
3048	41	
3049	220	
3050	586	
3051	759	
3052	4	
3053	5	
3054	6	
3055	408	
3056	401	
3057	86	
3058	112	
3059	124	
3060	125	
3061	214	
3062	25	
3063	149	
3064	722	
3065	742	
3066	759	
3067	4	
3068	5	
3069	6	
3070	16	
3071	91	
3072	639	
3073	487	
3074	367	
3075	742	
3076	210	
3077	259	
3078	759	
3079	4	
3080	5	
3081	6	
3082	267	
3083	189	
3084	728	
3085	602	
3086	158	
3087	65	
3088	427	
3089	759	
3090	4	
3091	5	
3092	6	
3093	604	
3094	773	
3095	121	
3096	774	
3097	760	
3098	350	
3099	775	
3100	374	
3101	133	
3102	776	
3103	759	
3104	4	
3105	5	
3106	6	
3107	168	
3108	33	
3109	777	
3110	778	
3111	510	
3112	779	
3113	43	
3114	780	
3115	781	
3116	782	
3117	730	
3118	660	
3119	556	
3120	783	
3121	627	
3122	759	
3123	4	
3124	5	
3125	6	
3126	16	
3127	168	
3128	539	
3129	63	
3130	93	
3131	784	
3132	752	
3133	236	
3134	785	
3135	786	
3136	397	
3137	787	
3138	149	
3139	788	
3140	759	
3141	4	
3142	5	
3143	6	
3144	16	
3145	789	
3146	790	
3147	660	
3148	266	
3149	374	
3150	791	
3151	792	
3152	4	
3153	5	
3154	6	
3155	759	
3156	4	
3157	5	
3158	6	
3159	384	66
3160	384	
3161	108	
3162	759	
3163	4	
3164	5	
3165	6	
3166	16	
3167	164	
3168	487	
3169	780	
3170	750	
3171	710	
3172	759	
3173	4	
3174	5	
3175	6	
3176	182	
3177	793	
3178	794	
3179	76	
3180	795	
3181	796	
3182	797	
3183	376	
3184	779	
3185	759	
3186	4	
3187	5	
3188	6	
3189	798	
3190	266	
3191	799	
3192	191	
3193	789	
3194	800	
3195	801	
3196	802	
3197	759	
3198	4	
3199	5	
3200	6	
3201	26	7
3202	611	
3203	168	
3204	759	
3205	4	
3206	5	
3207	6	
3208	94	
3209	86	
3210	599	
3211	802	
3212	63	
3213	299	
3214	801	
3215	665	
3216	803	
3217	759	
3218	4	
3219	5	
3220	6	
3221	548	
3222	467	
3223	750	
3224	804	
3225	786	
3226	756	
3227	236	
3228	805	
3229	546	
3230	511	
3231	523	
3232	806	
3233	797	
3234	807	
3235	808	67
3236	759	
3237	4	
3238	5	
3239	6	
3240	595	
3241	307	
3242	809	
3243	810	
3244	811	
3245	168	
3246	812	
3247	715	
3248	637	
3249	813	
3250	149	
3251	652	
3252	814	
3253	613	
3254	665	
3255	759	
3256	4	
3257	5	
3258	6	
3259	16	
3260	91	
3261	25	
3262	640	
3263	525	
3264	703	
3265	39	
3266	557	
3267	587	
3268	759	
3269	4	
3270	5	
3271	6	
3272	815	
3273	149	
3274	816	
3275	191	
3276	817	
3277	168	
3278	199	
3279	396	
3280	381	
3281	759	
3282	4	
3283	5	
3284	6	
3285	76	
3286	819	
3287	513	
3288	720	
3289	525	
3290	442	
3291	759	
3292	4	
3293	5	
3294	6	
3295	820	
3296	821	
3297	154	
3298	557	
3299	142	
3300	822	
3301	759	
3302	4	
3303	5	
3304	6	
3305	778	
3306	16	
3307	91	
3308	440	
3309	819	
3310	824	
3311	168	
3312	759	
3313	4	
3314	5	
3315	6	
3316	825	
3317	605	
3318	826	
3319	827	
3320	267	
3321	576	
3322	16	
3323	701	
3324	819	
3325	168	
3326	376	
3327	828	
3328	672	
3329	759	
3330	4	
3331	5	
3332	6	
3333	829	
3334	830	
3335	831	
3336	168	
3337	539	
3338	149	
3339	832	
3340	759	
3341	4	
3342	5	
3343	6	
3344	255	
3345	833	
3346	381	
3347	834	
3348	665	
3349	480	
3350	382	
3351	835	
3352	415	
3353	675	
3354	759	
3355	4	
3356	5	
3357	6	
3358	91	
3359	802	
3360	441	
3361	154	
3362	836	
3363	762	
3364	837	
3365	161	
3366	838	
3367	781	
3368	839	
3369	168	
3370	220	
3371	840	
3372	759	
3373	4	
3374	5	
3375	6	
3376	16	
3377	108	
3378	236	
3379	841	
3380	354	
3381	576	
3382	802	
3383	177	
3384	842	
3385	759	
3386	4	
3387	5	
3388	6	
3389	622	
3390	413	
3391	843	
3392	311	
3393	779	
3394	844	
3395	802	
3396	759	
3397	4	
3398	5	
3399	6	
3400	214	
3401	442	
3402	845	
3403	607	
3404	846	
3405	552	
3406	640	
3407	576	
3408	539	
3409	759	
3410	4	
3411	5	
3412	6	
3413	102	
3414	536	
3415	247	
3416	657	
3417	227	
3418	546	
3419	260	
3420	506	
3421	149	
3422	759	
3423	4	
3424	5	
3425	6	
3426	16	
3427	847	
3428	299	
3429	848	
3430	63	
3431	660	
3432	849	
3433	412	
3434	850	
3435	742	
3436	620	
3437	506	
3438	639	
3439	759	
3440	4	
3441	5	
3442	6	
3443	91	
3444	16	
3445	851	
3446	750	
3447	852	
3448	391	
3449	755	
3450	837	
3451	149	
3452	722	
3453	350	
3454	759	
3455	4	
3456	5	
3457	6	
3458	850	
3459	853	
3460	854	
3461	353	
3462	533	
3463	797	
3464	834	
3465	855	
3466	856	
3467	299	
3468	759	
3469	4	
3470	5	
3471	6	
3472	857	
3473	777	
3474	140	
3475	158	
3476	834	
3477	856	
3478	858	
3479	26	
3480	759	
3481	4	
3482	5	
3483	6	
3484	426	
3485	374	
3486	556	
3487	859	
3488	777	
3489	168	
3490	611	
3491	860	
3492	861	
3493	220	
3494	862	
3495	759	
3496	4	
3497	5	
3498	6	
3499	753	
3500	825	
3501	16	
3502	227	
3503	861	
3504	513	
3505	863	
3506	864	
3507	97	
3508	865	
3509	601	
3510	759	
3511	4	
3512	5	
3513	6	
3514	717	
3515	342	
3516	127	
3517	777	
3518	836	
3519	108	
3520	723	
3521	168	
3522	26	
3523	220	
3524	229	
3525	759	
3526	4	
3527	5	
3528	6	
3529	660	
3530	709	
3531	866	
3532	836	
3533	453	
3534	686	
3535	809	
3536	802	
3537	506	
3538	759	
3539	4	
3540	5	
3541	6	
3542	16	
3543	71	
3544	458	
3545	76	
3546	622	
3547	867	
3548	759	
3549	4	
3550	5	
3551	6	
3552	868	
3553	869	
3554	525	
3555	870	
3556	871	
3557	872	
3558	149	
3559	247	
3560	824	
3561	873	
3562	537	
3563	759	
3564	4	
3565	5	
3566	6	
3567	16	
3568	374	
3569	874	
3570	672	
3571	174	
3572	480	
3573	26	7
3574	875	
3575	11	
3576	755	
3577	637	
3578	350	
3579	759	
3580	4	
3581	5	
3582	6	
3583	96	
3584	364	
3585	675	
3586	605	
3587	789	
3588	601	
3589	801	
3590	640	
3591	759	
3592	4	
3593	5	
3594	6	
3595	288	
3596	607	
3597	601	
3598	168	
3599	672	
3600	777	
3601	681	
3602	876	
3603	877	
3604	759	
3605	4	
3606	5	
3607	6	
3608	855	
3609	878	
3610	876	
3611	879	
3612	832	
3613	880	
3614	881	
3615	259	
3616	882	
